kind	key	id
location	fixed_nightmare_mensis_lot_2600180	0xBB11C6
location	fixed_nightmare_mensis_lot_2600190	0xBB11C7
location	fixed_nightmare_mensis_lot_2600200	0xBB11C8
location	fixed_nightmare_mensis_lot_2600210	0xBB11C9
location	fixed_nightmare_mensis_lot_2600220	0xBB11CA
location	fixed_nightmare_mensis_lot_2600230	0xBB11CB
location	fixed_nightmare_mensis_lot_2600240	0xBB11CC
location	fixed_nightmare_mensis_lot_2600250	0xBB11CD
location	fixed_nightmare_mensis_lot_2600260	0xBB11CE
location	fixed_nightmare_mensis_lot_2600270	0xBB11CF
location	fixed_nightmare_mensis_lot_2600280	0xBB11D0
location	fixed_nightmare_mensis_lot_2600290	0xBB11D1
location	fixed_nightmare_mensis_lot_2600300	0xBB11D2
location	fixed_nightmare_mensis_lot_2600305	0xBB11D3
location	fixed_nightmare_mensis_lot_2600310	0xBB11D4
location	fixed_nightmare_mensis_lot_2600320	0xBB11D5
location	fixed_nightmare_mensis_lot_2600330	0xBB11D6
location	fixed_nightmare_mensis_lot_2600340	0xBB11D7
location	fixed_nightmare_mensis_lot_2600350	0xBB11D8
location	fixed_nightmare_mensis_lot_2600360	0xBB11D9
location	fixed_nightmare_mensis_lot_2600370	0xBB11DA
location	fixed_nightmare_mensis_lot_2600380	0xBB11DB
location	fixed_nightmare_mensis_lot_2600390	0xBB11DC
location	fixed_nightmare_mensis_lot_2600395	0xBB11DD
location	fixed_nightmare_mensis_lot_2600400	0xBB11DE
location	fixed_nightmare_mensis_lot_2600410	0xBB11DF
location	fixed_nightmare_mensis_lot_2600420	0xBB11E0
location	fixed_nightmare_mensis_lot_2600430	0xBB11E1
location	fixed_nightmare_mensis_lot_2600440	0xBB11E2
location	fixed_nightmare_mensis_lot_2600450	0xBB11E3
location	fixed_nightmare_mensis_lot_2600460	0xBB11E4
location	fixed_nightmare_mensis_lot_2600470	0xBB11E5
location	fixed_nightmare_mensis_lot_2600480	0xBB11E6
location	fixed_nightmare_mensis_lot_2600490	0xBB11E7
location	fixed_nightmare_mensis_lot_2600500	0xBB11E8
location	fixed_nightmare_mensis_lot_2600510	0xBB11E9
location	fixed_nightmare_mensis_lot_2600520	0xBB11EA
location	fixed_nightmare_mensis_lot_2600530	0xBB11EB
location	fixed_nightmare_mensis_lot_2600540	0xBB11EC
location	fixed_nightmare_mensis_lot_2600550	0xBB11ED
location	fixed_nightmare_mensis_lot_2600560	0xBB11EE
location	fixed_nightmare_mensis_lot_2600580	0xBB11EF
location	fixed_nightmare_mensis_lot_2600590	0xBB11F0
location	fixed_nightmare_mensis_lot_2600600	0xBB11F1
location	fixed_nightmare_mensis_lot_2600610	0xBB11F2
location	fixed_nightmare_mensis_lot_2601000	0xBB11F3
location	fixed_nightmare_mensis_lot_2601010	0xBB11F4
location	fixed_hunters_nightmare_lot_3400000	0xBB11F7
location	fixed_hunters_nightmare_lot_3400010	0xBB11F8
location	fixed_hunters_nightmare_lot_3400020	0xBB11F9
location	fixed_hunters_nightmare_lot_3400030	0xBB11FA
location	fixed_hunters_nightmare_lot_3400040	0xBB11FB
location	fixed_hunters_nightmare_lot_3400050	0xBB11FC
location	fixed_hunters_nightmare_lot_3400060	0xBB11FD
location	fixed_hunters_nightmare_lot_3400070	0xBB11FE
location	fixed_hunters_nightmare_lot_3400080	0xBB11FF
location	fixed_hunters_nightmare_lot_3400090	0xBB1200
location	fixed_hunters_nightmare_lot_3400100	0xBB1201
location	fixed_hunters_nightmare_lot_3400110	0xBB1202
location	fixed_hunters_nightmare_lot_3400120	0xBB1203
location	fixed_hunters_nightmare_lot_3400130	0xBB1204
location	fixed_hunters_nightmare_lot_3400140	0xBB1205
location	fixed_hunters_nightmare_lot_3400150	0xBB1206
location	fixed_hunters_nightmare_lot_3400160	0xBB1207
location	fixed_hunters_nightmare_lot_3400170	0xBB1208
location	fixed_hunters_nightmare_lot_3400180	0xBB1209
location	fixed_hunters_nightmare_lot_3400190	0xBB120A
location	fixed_hunters_nightmare_lot_3400200	0xBB120B
location	fixed_hunters_nightmare_lot_3400210	0xBB120C
location	fixed_hunters_nightmare_lot_3400220	0xBB120D
location	fixed_hunters_nightmare_lot_3400230	0xBB120E
location	fixed_hunters_nightmare_lot_3400240	0xBB120F
location	fixed_hunters_nightmare_lot_3400250	0xBB1210
location	fixed_hunters_nightmare_lot_3400260	0xBB1211
location	fixed_hunters_nightmare_lot_3400270	0xBB1212
location	fixed_hunters_nightmare_lot_3400280	0xBB1213
location	fixed_hunters_nightmare_lot_3400330	0xBB1214
location	fixed_hunters_nightmare_lot_3400350	0xBB1215
location	fixed_hunters_nightmare_lot_3400360	0xBB1216
location	fixed_hunters_nightmare_lot_3400370	0xBB1217
location	fixed_hunters_nightmare_lot_3400380	0xBB1218
location	fixed_hunters_nightmare_lot_3400390	0xBB1219
location	fixed_hunters_nightmare_lot_3400400	0xBB121A
location	fixed_hunters_nightmare_lot_3400410	0xBB121B
location	fixed_hunters_nightmare_lot_3400420	0xBB121C
location	fixed_hunters_nightmare_lot_3400430	0xBB121D
location	fixed_hunters_nightmare_lot_3400440	0xBB121E
location	fixed_hunters_nightmare_lot_3400450	0xBB121F
location	fixed_hunters_nightmare_lot_3400460	0xBB1220
location	fixed_hunters_nightmare_lot_3400470	0xBB1221
location	fixed_hunters_nightmare_lot_3400480	0xBB1222
location	fixed_hunters_nightmare_lot_3400490	0xBB1223
location	fixed_hunters_nightmare_lot_3400500	0xBB1224
location	fixed_hunters_nightmare_lot_3400510	0xBB1225
location	fixed_hunters_nightmare_lot_3400520	0xBB1226
location	fixed_hunters_nightmare_lot_3400530	0xBB1227
location	fixed_hunters_nightmare_lot_3400540	0xBB1228
location	fixed_hunters_nightmare_lot_3400580	0xBB1229
location	fixed_hunters_nightmare_lot_3400590	0xBB122A
location	fixed_hunters_nightmare_lot_3401000	0xBB122B
location	fixed_hunters_nightmare_lot_3401010	0xBB122C
location	fixed_hunters_nightmare_lot_3401020	0xBB122D
location	fixed_hunters_nightmare_lot_3401030	0xBB122E
location	fixed_hunters_nightmare_lot_3401040	0xBB122F
location	fixed_hunters_nightmare_lot_3401050	0xBB1230
location	fixed_hunters_nightmare_lot_3401060	0xBB1231
location	fixed_hunters_nightmare_lot_3401070	0xBB1232
location	fixed_hunters_nightmare_lot_3401080	0xBB1233
location	fixed_hunters_nightmare_lot_3401090	0xBB1234
location	fixed_hunters_nightmare_lot_3401100	0xBB1235
location	fixed_hunters_nightmare_lot_3401110	0xBB1236
location	fixed_hunters_nightmare_lot_3401120	0xBB1237
location	fixed_hunters_nightmare_lot_3401130	0xBB1238
location	fixed_research_hall_lot_3500000	0xBB1239
location	fixed_research_hall_lot_3500110	0xBB123A
location	fixed_research_hall_lot_3500120	0xBB123B
location	fixed_research_hall_lot_3500130	0xBB123C
location	fixed_research_hall_lot_3500140	0xBB123D
location	fixed_research_hall_lot_3500150	0xBB123E
location	fixed_research_hall_lot_3500160	0xBB123F
location	fixed_research_hall_lot_3500180	0xBB1240
location	fixed_research_hall_lot_3500190	0xBB1241
location	fixed_research_hall_lot_3500200	0xBB1242
location	fixed_research_hall_lot_3500210	0xBB1243
location	fixed_research_hall_lot_3500220	0xBB1244
location	fixed_research_hall_lot_3500230	0xBB1245
location	fixed_research_hall_lot_3500250	0xBB1246
location	fixed_research_hall_lot_3500260	0xBB1247
location	fixed_research_hall_lot_3500270	0xBB1248
location	fixed_research_hall_lot_3500280	0xBB1249
location	fixed_research_hall_lot_3500290	0xBB124A
location	fixed_research_hall_lot_3500300	0xBB124B
location	fixed_research_hall_lot_3500310	0xBB124C
location	fixed_research_hall_lot_3500500	0xBB124D
location	fixed_research_hall_lot_3500530	0xBB124E
location	fixed_research_hall_lot_3500540	0xBB124F
location	fixed_research_hall_lot_3500600	0xBB1250
location	fixed_research_hall_lot_3500620	0xBB1251
location	fixed_research_hall_lot_3500800	0xBB1252
location	fixed_research_hall_lot_3500810	0xBB1253
location	fixed_research_hall_lot_3500820	0xBB1254
location	fixed_research_hall_lot_3500830	0xBB1255
location	fixed_research_hall_lot_3500840	0xBB1256
location	fixed_research_hall_lot_3500850	0xBB1257
location	fixed_research_hall_lot_3500860	0xBB1258
location	fixed_research_hall_lot_3500870	0xBB1259
location	fixed_research_hall_lot_3501100	0xBB125A
location	fixed_research_hall_lot_3501500	0xBB125B
location	fixed_fishing_hamlet_lot_3600000	0xBB125C
location	fixed_fishing_hamlet_lot_3600010	0xBB125D
location	fixed_fishing_hamlet_lot_3600100	0xBB125E
location	fixed_fishing_hamlet_lot_3600110	0xBB125F
location	fixed_fishing_hamlet_lot_3600120	0xBB1260
location	fixed_fishing_hamlet_lot_3600130	0xBB1261
location	fixed_fishing_hamlet_lot_3600140	0xBB1262
location	fixed_fishing_hamlet_lot_3600150	0xBB1263
location	fixed_fishing_hamlet_lot_3600160	0xBB1264
location	fixed_fishing_hamlet_lot_3600170	0xBB1265
location	fixed_fishing_hamlet_lot_3600200	0xBB1266
location	fixed_fishing_hamlet_lot_3600210	0xBB1267
location	fixed_fishing_hamlet_lot_3600220	0xBB1268
location	fixed_fishing_hamlet_lot_3600230	0xBB1269
location	fixed_fishing_hamlet_lot_3600300	0xBB126A
location	fixed_fishing_hamlet_lot_3600310	0xBB126B
location	fixed_fishing_hamlet_lot_3600320	0xBB126C
location	fixed_fishing_hamlet_lot_3600330	0xBB126D
location	fixed_fishing_hamlet_lot_3600340	0xBB126E
location	fixed_fishing_hamlet_lot_3600350	0xBB126F
location	fixed_fishing_hamlet_lot_3600360	0xBB1270
location	fixed_fishing_hamlet_lot_3600400	0xBB1271
location	fixed_fishing_hamlet_lot_3600410	0xBB1272
location	fixed_fishing_hamlet_lot_3600420	0xBB1273
location	fixed_fishing_hamlet_lot_3600430	0xBB1274
location	fixed_fishing_hamlet_lot_3600440	0xBB1275
location	fixed_fishing_hamlet_lot_3600450	0xBB1276
location	fixed_fishing_hamlet_lot_3600460	0xBB1277
location	fixed_fishing_hamlet_lot_3600470	0xBB1278
location	fixed_fishing_hamlet_lot_3600500	0xBB1279
location	fixed_fishing_hamlet_lot_3600510	0xBB127A
location	fixed_fishing_hamlet_lot_3600520	0xBB127B
location	fixed_fishing_hamlet_lot_3600530	0xBB127C
location	fixed_fishing_hamlet_lot_3600540	0xBB127D
location	fixed_fishing_hamlet_lot_3600550	0xBB127E
location	fixed_fishing_hamlet_lot_3600560	0xBB127F
location	fixed_fishing_hamlet_lot_3600570	0xBB1280
location	fixed_fishing_hamlet_lot_3600600	0xBB1281
location	fixed_fishing_hamlet_lot_3600610	0xBB1282
location	fixed_fishing_hamlet_lot_3600700	0xBB1283
location	treasure_doll_set_chest	0xBB1284
location	pickup_small_hair_ornament	0xBB1285
location	pickup_workshop_umbilical_cord	0xBB1286
item	lunarium_key	0xBB0136
item	forbidden_woods_password	0xBB0137
location	pickup_lunarium_key	0xBB1287
