map_name	part_name	logical_key	entity_id	code_lines	comment_lines	parsed_operation_uses	operations	usage_classes	collides_item_lot_id	collides_acquisition_flag	source_lines
m23_00_00_01	c1090_0014	m23_00_00_00:c1090_0014	2300314	15	0	34	$InitializeEvent:argument:4;EntityInRadiusOfEntity:2;HasDamageType:1;InArea:1;RequestCharacterAICommand:3;RequestCharacterAIReplan:3;SetCharacterHome:1;resolved/CharacterBackreadStatus:2;resolved/CharacterDead:2;resolved/CharacterHasEventMessage:2;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:2;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:4;resolved/SetSpEffect:3	character_operation:23;event_argument:4;other_operation:2;spatial_operation:5	False	False	m23_00_00_00.emevd.dcx.js:305;m23_00_00_00.emevd.dcx.js:329;m23_00_00_00.emevd.dcx.js:385;m23_00_00_00.emevd.dcx.js:460;m23_00_00_00.emevd.dcx.js:1758;m23_00_00_00.emevd.dcx.js:1760;m23_00_00_00.emevd.dcx.js:1764;m23_00_00_00.emevd.dcx.js:1765;m23_00_00_00.emevd.dcx.js:1766;m23_00_00_00.emevd.dcx.js:1773;m23_00_00_00.emevd.dcx.js:1776;m23_00_00_00.emevd.dcx.js:1777;m23_00_00_00.emevd.dcx.js:1785;m23_00_00_00.emevd.dcx.js:1786;m23_00_00_00.emevd.dcx.js:1787
m23_00_00_01	c1090_0015	m23_00_00_00:c1090_0015	2300315	6	0	39	$InitializeEvent:argument:6;resolved/CharacterAIState:4;resolved/CharacterBackreadStatus:2;resolved/CharacterDead:2;resolved/CharacterHasEventMessage:2;resolved/CharacterHasSpEffect:3;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:3;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:4;resolved/SetCharacterAIId:4;resolved/SetSpEffect:3;resolved/ShootBullet:1	character_operation:25;event_argument:6;other_operation:2;presentation_operation:3;spatial_operation:3	False	False	m23_00_00_00.emevd.dcx.js:215;m23_00_00_00.emevd.dcx.js:235;m23_00_00_00.emevd.dcx.js:306;m23_00_00_00.emevd.dcx.js:330;m23_00_00_00.emevd.dcx.js:386;m23_00_00_00.emevd.dcx.js:461
m23_00_00_01	c1090_0017	m23_00_00_00:c1090_0017	2300317	6	0	39	$InitializeEvent:argument:6;resolved/CharacterAIState:4;resolved/CharacterBackreadStatus:2;resolved/CharacterDead:2;resolved/CharacterHasEventMessage:2;resolved/CharacterHasSpEffect:3;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:3;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:4;resolved/SetCharacterAIId:4;resolved/SetSpEffect:3;resolved/ShootBullet:1	character_operation:25;event_argument:6;other_operation:2;presentation_operation:3;spatial_operation:3	False	False	m23_00_00_00.emevd.dcx.js:217;m23_00_00_00.emevd.dcx.js:237;m23_00_00_00.emevd.dcx.js:308;m23_00_00_00.emevd.dcx.js:332;m23_00_00_00.emevd.dcx.js:388;m23_00_00_00.emevd.dcx.js:463
m23_00_00_01	c1090_0018	m23_00_00_00:c1090_0018	2300318	6	0	39	$InitializeEvent:argument:6;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:4;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:8;resolved/SetSpEffect:5	character_operation:28;event_argument:6;other_operation:1;spatial_operation:4	False	False	m23_00_00_00.emevd.dcx.js:309;m23_00_00_00.emevd.dcx.js:333;m23_00_00_00.emevd.dcx.js:348;m23_00_00_00.emevd.dcx.js:360;m23_00_00_00.emevd.dcx.js:389;m23_00_00_00.emevd.dcx.js:464
m23_00_00_01	c1090_0019	m23_00_00_00:c1090_0019	2300319	6	0	39	$InitializeEvent:argument:6;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:4;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:8;resolved/SetSpEffect:5	character_operation:28;event_argument:6;other_operation:1;spatial_operation:4	False	False	m23_00_00_00.emevd.dcx.js:310;m23_00_00_00.emevd.dcx.js:334;m23_00_00_00.emevd.dcx.js:349;m23_00_00_00.emevd.dcx.js:361;m23_00_00_00.emevd.dcx.js:390;m23_00_00_00.emevd.dcx.js:465
m23_00_00_01	c1090_0020	m23_00_00_00:c1090_0020	2300320	9	0	52	$InitializeEvent:argument:9;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:2;resolved/ForceCharacterDeath:1;resolved/HasDamageType:2;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:34;event_argument:9;other_operation:2;presentation_operation:2;spatial_operation:5	True	False	m23_00_00_00.emevd.dcx.js:196;m23_00_00_00.emevd.dcx.js:311;m23_00_00_00.emevd.dcx.js:335;m23_00_00_00.emevd.dcx.js:350;m23_00_00_00.emevd.dcx.js:362;m23_00_00_00.emevd.dcx.js:391;m23_00_00_00.emevd.dcx.js:415;m23_00_00_00.emevd.dcx.js:426;m23_00_00_00.emevd.dcx.js:466
m23_00_00_01	c1090_0021	m23_00_00_00:c1090_0021	2300321	9	0	52	$InitializeEvent:argument:9;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:2;resolved/ForceCharacterDeath:1;resolved/HasDamageType:2;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:34;event_argument:9;other_operation:2;presentation_operation:2;spatial_operation:5	False	False	m23_00_00_00.emevd.dcx.js:197;m23_00_00_00.emevd.dcx.js:312;m23_00_00_00.emevd.dcx.js:336;m23_00_00_00.emevd.dcx.js:351;m23_00_00_00.emevd.dcx.js:363;m23_00_00_00.emevd.dcx.js:392;m23_00_00_00.emevd.dcx.js:416;m23_00_00_00.emevd.dcx.js:427;m23_00_00_00.emevd.dcx.js:467
m23_00_00_01	c1090_0022	m23_00_00_00:c1090_0022	2300322	9	0	52	$InitializeEvent:argument:9;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:2;resolved/ForceCharacterDeath:1;resolved/HasDamageType:2;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:34;event_argument:9;other_operation:2;presentation_operation:2;spatial_operation:5	False	False	m23_00_00_00.emevd.dcx.js:198;m23_00_00_00.emevd.dcx.js:313;m23_00_00_00.emevd.dcx.js:337;m23_00_00_00.emevd.dcx.js:352;m23_00_00_00.emevd.dcx.js:364;m23_00_00_00.emevd.dcx.js:393;m23_00_00_00.emevd.dcx.js:417;m23_00_00_00.emevd.dcx.js:428;m23_00_00_00.emevd.dcx.js:468
m23_00_00_01	c1090_0023	m23_00_00_00:c1090_0023	2300323	9	0	52	$InitializeEvent:argument:9;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:2;resolved/ForceCharacterDeath:1;resolved/HasDamageType:2;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:34;event_argument:9;other_operation:2;presentation_operation:2;spatial_operation:5	False	False	m23_00_00_00.emevd.dcx.js:199;m23_00_00_00.emevd.dcx.js:314;m23_00_00_00.emevd.dcx.js:338;m23_00_00_00.emevd.dcx.js:353;m23_00_00_00.emevd.dcx.js:365;m23_00_00_00.emevd.dcx.js:394;m23_00_00_00.emevd.dcx.js:418;m23_00_00_00.emevd.dcx.js:429;m23_00_00_00.emevd.dcx.js:469
m23_00_00_01	c1090_0024	m23_00_00_00:c1090_0024	2300324	9	0	52	$InitializeEvent:argument:9;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:2;resolved/ForceCharacterDeath:1;resolved/HasDamageType:2;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:34;event_argument:9;other_operation:2;presentation_operation:2;spatial_operation:5	False	False	m23_00_00_00.emevd.dcx.js:200;m23_00_00_00.emevd.dcx.js:315;m23_00_00_00.emevd.dcx.js:339;m23_00_00_00.emevd.dcx.js:354;m23_00_00_00.emevd.dcx.js:366;m23_00_00_00.emevd.dcx.js:395;m23_00_00_00.emevd.dcx.js:419;m23_00_00_00.emevd.dcx.js:430;m23_00_00_00.emevd.dcx.js:470
m23_00_00_01	c1090_0025	m23_00_00_00:c1090_0025	2300325	5	0	37	$InitializeEvent:argument:5;resolved/CharacterAIState:6;resolved/CharacterBackreadStatus:1;resolved/CharacterDead:1;resolved/CharacterHasEventMessage:1;resolved/CharacterHasSpEffect:4;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:2;resolved/ForceAnimationPlayback:4;resolved/RequestCharacterAICommand:2;resolved/SetCharacterAIId:6;resolved/SetSpEffect:2;resolved/ShootBullet:2	character_operation:24;event_argument:5;other_operation:2;presentation_operation:4;spatial_operation:2	False	False	m23_00_00_00.emevd.dcx.js:202;m23_00_00_00.emevd.dcx.js:221;m23_00_00_00.emevd.dcx.js:241;m23_00_00_00.emevd.dcx.js:372;m23_00_00_00.emevd.dcx.js:396
m23_00_00_01	c1090_0026	m23_00_00_00:c1090_0026	2300326	5	0	37	$InitializeEvent:argument:5;resolved/CharacterAIState:6;resolved/CharacterBackreadStatus:1;resolved/CharacterDead:1;resolved/CharacterHasEventMessage:1;resolved/CharacterHasSpEffect:4;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:2;resolved/ForceAnimationPlayback:4;resolved/RequestCharacterAICommand:2;resolved/SetCharacterAIId:6;resolved/SetSpEffect:2;resolved/ShootBullet:2	character_operation:24;event_argument:5;other_operation:2;presentation_operation:4;spatial_operation:2	False	False	m23_00_00_00.emevd.dcx.js:203;m23_00_00_00.emevd.dcx.js:222;m23_00_00_00.emevd.dcx.js:242;m23_00_00_00.emevd.dcx.js:373;m23_00_00_00.emevd.dcx.js:397
m23_00_00_01	c1090_0027	m23_00_00_00:c1090_0027	2300327	5	0	37	$InitializeEvent:argument:5;resolved/CharacterAIState:6;resolved/CharacterBackreadStatus:1;resolved/CharacterDead:1;resolved/CharacterHasEventMessage:1;resolved/CharacterHasSpEffect:4;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:2;resolved/ForceAnimationPlayback:4;resolved/RequestCharacterAICommand:2;resolved/SetCharacterAIId:6;resolved/SetSpEffect:2;resolved/ShootBullet:2	character_operation:24;event_argument:5;other_operation:2;presentation_operation:4;spatial_operation:2	False	False	m23_00_00_00.emevd.dcx.js:204;m23_00_00_00.emevd.dcx.js:223;m23_00_00_00.emevd.dcx.js:243;m23_00_00_00.emevd.dcx.js:374;m23_00_00_00.emevd.dcx.js:398
m23_00_00_01	c1090_0030	m23_00_00_00:c1090_0030	2300330	1	0	5	$InitializeEvent:argument:1;resolved/CharacterDamagedBy:1;resolved/EntityInRadiusOfEntity:1;resolved/SetCharacterAIState:2	character_operation:3;event_argument:1;spatial_operation:1	True	False	m23_00_00_00.emevd.dcx.js:256
m23_00_00_01	c1090_0031	m23_00_00_00:c1090_0031	2300331	1	0	5	$InitializeEvent:argument:1;resolved/CharacterDamagedBy:1;resolved/EntityInRadiusOfEntity:1;resolved/SetCharacterAIState:2	character_operation:3;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:257
m23_00_00_01	c1090_0032	m23_00_00_00:c1090_0032	2300332	1	0	5	$InitializeEvent:argument:1;resolved/CharacterDamagedBy:1;resolved/EntityInRadiusOfEntity:1;resolved/SetCharacterAIState:2	character_operation:3;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:258
m23_00_00_01	c1090_0033	m23_00_00_00:c1090_0033	2300333	1	0	5	$InitializeEvent:argument:1;resolved/CharacterDamagedBy:1;resolved/EntityInRadiusOfEntity:1;resolved/SetCharacterAIState:2	character_operation:3;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:259
m23_00_00_01	c1090_0034	m23_00_00_00:c1090_0034	2300334	1	0	5	$InitializeEvent:argument:1;resolved/CharacterDamagedBy:1;resolved/EntityInRadiusOfEntity:1;resolved/SetCharacterAIState:2	character_operation:3;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:260
m23_00_00_01	c1090_0040	m23_00_00_00:c1090_0040	2300400	1	0	2	$InitializeEvent:argument:1;resolved/HasDamageType:1	event_argument:1;other_operation:1	True	False	m23_00_00_00.emevd.dcx.js:471
m23_00_00_01	c1090_0041	m23_00_00_00:c1090_0041	2300401	3	0	9	$InitializeEvent:argument:2;CharacterAIState:1;CharacterDead:1;resolved/CharacterDamagedBy:1;resolved/EntityInRadiusOfEntity:1;resolved/HasDamageType:1;resolved/SetCharacterAIState:2	character_operation:5;event_argument:2;other_operation:1;spatial_operation:1	True	False	m23_00_00_00.emevd.dcx.js:252;m23_00_00_00.emevd.dcx.js:472;m23_00_00_00.emevd.dcx.js:1612
m23_00_00_01	c1090_0042	m23_00_00_00:c1090_0042	2300402	4	0	26	$InitializeEvent:argument:4;resolved/CharacterAIState:6;resolved/CharacterHasSpEffect:2;resolved/EntityInRadiusOfEntity:1;resolved/ForceAnimationPlayback:4;resolved/HasDamageType:1;resolved/SetCharacterAIId:6;resolved/ShootBullet:2	character_operation:14;event_argument:4;other_operation:3;presentation_operation:4;spatial_operation:1	True	False	m23_00_00_00.emevd.dcx.js:162;m23_00_00_00.emevd.dcx.js:211;m23_00_00_00.emevd.dcx.js:231;m23_00_00_00.emevd.dcx.js:473
m23_00_00_01	c1090_0043	m23_00_00_00:c1090_0043	2300403	6	0	39	$InitializeEvent:argument:6;resolved/CharacterAIState:4;resolved/CharacterBackreadStatus:2;resolved/CharacterDead:2;resolved/CharacterHasEventMessage:2;resolved/CharacterHasSpEffect:3;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:3;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:4;resolved/SetCharacterAIId:4;resolved/SetSpEffect:3;resolved/ShootBullet:1	character_operation:25;event_argument:6;other_operation:2;presentation_operation:3;spatial_operation:3	False	False	m23_00_00_00.emevd.dcx.js:218;m23_00_00_00.emevd.dcx.js:238;m23_00_00_00.emevd.dcx.js:316;m23_00_00_00.emevd.dcx.js:340;m23_00_00_00.emevd.dcx.js:399;m23_00_00_00.emevd.dcx.js:474
m23_00_00_01	c1090_0044	m23_00_00_00:c1090_0044	2300404	6	0	39	$InitializeEvent:argument:6;resolved/CharacterAIState:4;resolved/CharacterBackreadStatus:2;resolved/CharacterDead:2;resolved/CharacterHasEventMessage:2;resolved/CharacterHasSpEffect:3;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:3;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:4;resolved/SetCharacterAIId:4;resolved/SetSpEffect:3;resolved/ShootBullet:1	character_operation:25;event_argument:6;other_operation:2;presentation_operation:3;spatial_operation:3	False	False	m23_00_00_00.emevd.dcx.js:219;m23_00_00_00.emevd.dcx.js:239;m23_00_00_00.emevd.dcx.js:317;m23_00_00_00.emevd.dcx.js:341;m23_00_00_00.emevd.dcx.js:400;m23_00_00_00.emevd.dcx.js:475
m23_00_00_01	c1090_0045	m23_00_00_00:c1090_0045	2300405	6	0	39	$InitializeEvent:argument:6;resolved/CharacterAIState:4;resolved/CharacterBackreadStatus:2;resolved/CharacterDead:2;resolved/CharacterHasEventMessage:2;resolved/CharacterHasSpEffect:3;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:3;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/RequestCharacterAICommand:4;resolved/SetCharacterAIId:4;resolved/SetSpEffect:3;resolved/ShootBullet:1	character_operation:25;event_argument:6;other_operation:2;presentation_operation:3;spatial_operation:3	False	False	m23_00_00_00.emevd.dcx.js:220;m23_00_00_00.emevd.dcx.js:240;m23_00_00_00.emevd.dcx.js:318;m23_00_00_00.emevd.dcx.js:342;m23_00_00_00.emevd.dcx.js:401;m23_00_00_00.emevd.dcx.js:476
m23_00_00_01	c1090_0046	m23_00_00_00:c1090_0046	2300406	15	0	47	$InitializeEvent:argument:5;EntityInRadiusOfEntity:2;HasDamageType:2;InArea:1;RequestCharacterAICommand:2;RequestCharacterAIReplan:2;SetCharacterHome:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:4;resolved/RequestCharacterAICommand:8;resolved/SetSpEffect:5	character_operation:33;event_argument:5;other_operation:2;spatial_operation:7	False	False	m23_00_00_00.emevd.dcx.js:319;m23_00_00_00.emevd.dcx.js:343;m23_00_00_00.emevd.dcx.js:355;m23_00_00_00.emevd.dcx.js:367;m23_00_00_00.emevd.dcx.js:402;m23_00_00_00.emevd.dcx.js:1991;m23_00_00_00.emevd.dcx.js:1992;m23_00_00_00.emevd.dcx.js:1996;m23_00_00_00.emevd.dcx.js:1997;m23_00_00_00.emevd.dcx.js:1998;m23_00_00_00.emevd.dcx.js:2007;m23_00_00_00.emevd.dcx.js:2008;m23_00_00_00.emevd.dcx.js:2009;m23_00_00_00.emevd.dcx.js:2012;m23_00_00_00.emevd.dcx.js:2013
m23_00_00_01	c1090_0047	m23_00_00_00:c1090_0047	2300407	9	0	41	$InitializeEvent:argument:5;CharacterHasEventMessage:1;RequestCharacterAIReplan:1;SetCharacterAIId:2;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:4;resolved/RequestCharacterAICommand:8;resolved/SetSpEffect:5	character_operation:32;event_argument:5;spatial_operation:4	False	False	m23_00_00_00.emevd.dcx.js:320;m23_00_00_00.emevd.dcx.js:344;m23_00_00_00.emevd.dcx.js:356;m23_00_00_00.emevd.dcx.js:368;m23_00_00_00.emevd.dcx.js:403;m23_00_00_00.emevd.dcx.js:2019;m23_00_00_00.emevd.dcx.js:2020;m23_00_00_00.emevd.dcx.js:2023;m23_00_00_00.emevd.dcx.js:2024
m23_00_00_01	c1090_0048	m23_00_00_00:c1090_0048	2300408	8	0	51	$InitializeEvent:argument:8;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/InArea:1;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:33;event_argument:8;other_operation:1;presentation_operation:3;spatial_operation:6	False	False	m23_00_00_00.emevd.dcx.js:193;m23_00_00_00.emevd.dcx.js:321;m23_00_00_00.emevd.dcx.js:345;m23_00_00_00.emevd.dcx.js:357;m23_00_00_00.emevd.dcx.js:369;m23_00_00_00.emevd.dcx.js:404;m23_00_00_00.emevd.dcx.js:420;m23_00_00_00.emevd.dcx.js:431
m23_00_00_01	c1090_0049	m23_00_00_00:c1090_0049	2300409	8	0	51	$InitializeEvent:argument:8;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/InArea:1;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:33;event_argument:8;other_operation:1;presentation_operation:3;spatial_operation:6	False	False	m23_00_00_00.emevd.dcx.js:194;m23_00_00_00.emevd.dcx.js:322;m23_00_00_00.emevd.dcx.js:346;m23_00_00_00.emevd.dcx.js:358;m23_00_00_00.emevd.dcx.js:370;m23_00_00_00.emevd.dcx.js:405;m23_00_00_00.emevd.dcx.js:421;m23_00_00_00.emevd.dcx.js:432
m23_00_00_01	c1090_0050	m23_00_00_00:c1090_0050	2300410	8	0	51	$InitializeEvent:argument:8;resolved/CharacterAIState:1;resolved/CharacterBackreadStatus:4;resolved/CharacterDead:4;resolved/CharacterHasEventMessage:4;resolved/CharacterHasSpEffect:2;resolved/ClearSpEffect:1;resolved/EntityInRadiusOfEntity:5;resolved/ForceAnimationPlayback:3;resolved/HasDamageType:1;resolved/InArea:1;resolved/RequestCharacterAICommand:8;resolved/SetCharacterAIId:2;resolved/SetCharacterHome:2;resolved/SetSpEffect:5	character_operation:33;event_argument:8;other_operation:1;presentation_operation:3;spatial_operation:6	True	False	m23_00_00_00.emevd.dcx.js:195;m23_00_00_00.emevd.dcx.js:323;m23_00_00_00.emevd.dcx.js:347;m23_00_00_00.emevd.dcx.js:359;m23_00_00_00.emevd.dcx.js:371;m23_00_00_00.emevd.dcx.js:406;m23_00_00_00.emevd.dcx.js:422;m23_00_00_00.emevd.dcx.js:433
m23_00_00_01	c1090_0053	m23_00_00_00:c1090_0053	2300413	3	0	24	$InitializeEvent:argument:3;resolved/CharacterAIState:6;resolved/CharacterHasSpEffect:2;resolved/EntityInRadiusOfEntity:1;resolved/ForceAnimationPlayback:4;resolved/SetCharacterAIId:6;resolved/ShootBullet:2	character_operation:14;event_argument:3;other_operation:2;presentation_operation:4;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:207;m23_00_00_00.emevd.dcx.js:224;m23_00_00_00.emevd.dcx.js:244
m23_00_00_01	c1090_0054	m23_00_00_00:c1090_0054	2300414	3	0	24	$InitializeEvent:argument:3;resolved/CharacterAIState:6;resolved/CharacterHasSpEffect:2;resolved/EntityInRadiusOfEntity:1;resolved/ForceAnimationPlayback:4;resolved/SetCharacterAIId:6;resolved/ShootBullet:2	character_operation:14;event_argument:3;other_operation:2;presentation_operation:4;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:208;m23_00_00_00.emevd.dcx.js:225;m23_00_00_00.emevd.dcx.js:245
m23_00_00_01	c1090_0060	m23_00_00_00:c1090_0060	2300500	2	0	16	$InitializeEvent:argument:2;resolved/CharacterAIState:4;resolved/CharacterHasSpEffect:1;resolved/EntityInRadiusOfEntity:1;resolved/ForceAnimationPlayback:3;resolved/SetCharacterAIId:4;resolved/ShootBullet:1	character_operation:9;event_argument:2;other_operation:1;presentation_operation:3;spatial_operation:1	True	False	m23_00_00_00.emevd.dcx.js:226;m23_00_00_00.emevd.dcx.js:246
m23_00_00_01	c1090_0061	m23_00_00_00:c1090_0061	2300501	2	0	16	$InitializeEvent:argument:2;resolved/CharacterAIState:4;resolved/CharacterHasSpEffect:1;resolved/EntityInRadiusOfEntity:1;resolved/ForceAnimationPlayback:3;resolved/SetCharacterAIId:4;resolved/ShootBullet:1	character_operation:9;event_argument:2;other_operation:1;presentation_operation:3;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:227;m23_00_00_00.emevd.dcx.js:247
m23_00_00_01	c1090_0062	m23_00_00_00:c1090_0062	2300502	2	0	16	$InitializeEvent:argument:2;resolved/CharacterAIState:4;resolved/CharacterHasSpEffect:1;resolved/EntityInRadiusOfEntity:1;resolved/ForceAnimationPlayback:3;resolved/SetCharacterAIId:4;resolved/ShootBullet:1	character_operation:9;event_argument:2;other_operation:1;presentation_operation:3;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:228;m23_00_00_00.emevd.dcx.js:248
m23_00_00_01	c1170_0000	m23_00_00_00:c1170_0000	2300220	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	True	False	m23_00_00_00.emevd.dcx.js:284
m23_00_00_01	c1170_0001	m23_00_00_00:c1170_0001	2300221	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:285
m23_00_00_01	c1170_0002	m23_00_00_00:c1170_0002	2300222	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:286
m23_00_00_01	c1170_0003	m23_00_00_00:c1170_0003	2300223	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:287
m23_00_00_01	c1170_0004	m23_00_00_00:c1170_0004	2300224	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:288
m23_00_00_01	c1170_0005	m23_00_00_00:c1170_0005	2300225	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:289
m23_00_00_01	c1170_0006	m23_00_00_00:c1170_0006	2300226	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:290
m23_00_00_01	c1170_0007	m23_00_00_00:c1170_0007	2300227	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:291
m23_00_00_01	c1170_0008	m23_00_00_00:c1170_0008	2300228	1	0	4	$InitializeEvent:argument:1;resolved/EntityInRadiusOfEntity:1;resolved/RequestCharacterAIReplan:2	character_operation:2;event_argument:1;spatial_operation:1	False	False	m23_00_00_00.emevd.dcx.js:292
