npc_param_id	npc_name	drop_field	item_lot_id	lot_name	lot_present	lot_acquisition_flags
270112	教会の使者（杖-銃）　聖堂街A・後半	itemLotId_1	27002402	教会の使者 銃　聖堂街A	True	
270120	教会の使者（杖-空ランタン）　聖堂街A	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270121	教会の使者（杖-空ランタン）　聖堂街A・中盤	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270122	教会の使者（杖-空ランタン）　聖堂街A・後半	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270130	教会の使者（杖-瞳ランタン）　聖堂街A	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270131	教会の使者（杖-瞳ランタン）　聖堂街A・中盤	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270132	教会の使者（杖-瞳ランタン）　聖堂街A・後半	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270140	教会の使者（十字架）　聖堂街A	itemLotId_1	27002406	教会の使者 十字架　聖堂街A	True	
270141	教会の使者（十字架）　聖堂街A・中盤	itemLotId_1	27002406	教会の使者 十字架　聖堂街A	True	
270142	教会の使者（十字架）　聖堂街A・後半	itemLotId_1	27002406	教会の使者 十字架　聖堂街A	True	
270150	教会の使者（杖-鎌）　聖堂街A	itemLotId_1	27002408	教会の使者 鎌　聖堂街A	True	
270151	教会の使者（杖-鎌）　聖堂街A・中盤	itemLotId_1	27002408	教会の使者 鎌　聖堂街A	True	
270152	教会の使者（杖-鎌）　聖堂街A・後半	itemLotId_1	27002408	教会の使者 鎌　聖堂街A	True	
270160	教会の使者（杖-火炎放射）　聖堂街A	itemLotId_1	27002410	教会の使者 火炎放射　聖堂街A	True	
270161	教会の使者（杖-火炎放射）　聖堂街A・中盤	itemLotId_1	27002410	教会の使者 火炎放射　聖堂街A	True	
270162	教会の使者（杖-火炎放射）　聖堂街A・後半	itemLotId_1	27002410	教会の使者 火炎放射　聖堂街A	True	
270200	教会の使者（杖のみ）　聖堂街C・後半	itemLotId_1	27002400	教会の使者 杖　聖堂街A	True	
270220	教会の使者（杖-空ランタン）　聖堂街C・後半	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270230	教会の使者（杖-空ランタン）　聖堂街C・後半	itemLotId_1	27002404	教会の使者 ランタン　聖堂街A	True	
270250	教会の使者（杖-鎌）聖堂街C・後半	itemLotId_1	27002408	教会の使者 鎌　聖堂街A	True	
270350	教会の使者（杖のみ）　時計塔	itemLotId_1	27003500	教会の使者 杖　時計塔	True	
273100	医療教会のフランケン　斧	itemLotId_1	27302400	医療教会のフランケン　斧　聖堂街A	True	
273101	医療教会のフランケン　斧・中盤	itemLotId_1	27302400	医療教会のフランケン　斧　聖堂街A	True	
273102	医療教会のフランケン　斧・後半	itemLotId_1	27302400	医療教会のフランケン　斧　聖堂街A	True	
273120	医療教会のフランケン　鎖鉄球	itemLotId_1	27302410	医療教会のフランケン　鎖鉄球　聖堂街A	True	
273121	医療教会のフランケン　鎖鉄球・中盤	itemLotId_1	27302410	医療教会のフランケン　鎖鉄球　聖堂街A	True	
273122	医療教会のフランケン　鎖鉄球・後半	itemLotId_1	27302410	医療教会のフランケン　鎖鉄球　聖堂街A	True	
273211	医療教会のフランケン　炎の拳　悪夢教室2F	itemLotId_1	27303220	医療教会のフランケン　炎の拳　悪夢教室	True	
273300	医療教会のフランケン　斧	itemLotId_1	27302800	医療教会のフランケン　斧　生贄	True	
273400	医療教会のフランケン　拳　森/聖B接続	itemLotId_1	27302720	医療教会のフランケン　炎の拳　森⇔聖B	True	
274000	学徒　悪夢教室1F	itemLotId_1	27403200	学徒　大学	True	
274010	学徒（瓶持ち）　悪夢教室1F	itemLotId_1	27403202	学徒（瓶持ち）　大学	True	
274011	学徒（瓶持ち）　悪夢教室1F（固定砲台）	itemLotId_1	27403202	学徒（瓶持ち）　大学	True	
274100	学徒　悪夢教室2F	itemLotId_1	27403200	学徒　大学	True	
274110	学徒（瓶持ち）　悪夢教室2F	itemLotId_1	27403202	学徒（瓶持ち）　大学	True	
274111	学徒（瓶持ち）　悪夢教室2F（固定砲台）	itemLotId_1	27403202	学徒（瓶持ち）　大学	True	
310000	ミミック（突進キャラ）　生贄	itemLotId_1	31002800	ミミック　生贄	True	
310001	ミミック（射撃キャラ）　生贄	itemLotId_1	31002800	ミミック　生贄	True	
313000	フレッシュゴーレム（先端剣＋肘剣）　弱点なし　大学	itemLotId_1	31303200	フレッシュゴーレム　大学	True	
313012	フレッシュゴーレム（斧＋大砲）　弱点_正面高いところ　聖堂街～生贄街	itemLotId_1	31302400	フレッシュゴーレム　聖堂街A	True	
400000	闇堕ちハンター_ノコ曲剣（初期配置ノコ）	itemLotId_1	40003400	闇堕ちハンター　ノコ曲剣　聖堂街D	True	
400001	闇堕ちハンター_ノコ曲剣（初期配置曲剣）	itemLotId_1	40003400	闇堕ちハンター　ノコ曲剣　聖堂街D	True	
400004	闇堕ちハンター_ノコ曲剣&松明（初期配置曲剣）	itemLotId_1	40003400	闇堕ちハンター　ノコ曲剣　聖堂街D	True	
400006	闇堕ちハンター_ノコ曲剣&松明（初期配置曲剣）号令	itemLotId_1	40003400	闇堕ちハンター　ノコ曲剣　聖堂街D	True	
400008	闇堕ちハンター_ノコ曲剣&秘儀（初期配置ノコ）	itemLotId_1	40003440	闇堕ちハンター　秘儀・ノコ曲剣　聖堂街D	True	
400009	闇堕ちハンター_ノコ曲剣&秘儀（初期配置曲剣）	itemLotId_1	40003440	闇堕ちハンター　秘儀・ノコ曲剣　聖堂街D	True	
400010	闇堕ちハンター_ノコ鞭（初期配置ノコ）	itemLotId_1	40003410	闇堕ちハンター　ノコ鞭　聖堂街D	True	
400011	闇堕ちハンター_ノコ鞭（初期配置鞭）	itemLotId_1	40003410	闇堕ちハンター　ノコ鞭　聖堂街D	True	
400020	闇堕ちハンター_爆槌（初期配置変形前）	itemLotId_1	40003420	闇堕ちハンター　ガンハンマー　聖堂街D	True	
400021	闇堕ちハンター_爆槌（初期配置変形後）	itemLotId_1	40003420	闇堕ちハンター　ガンハンマー　聖堂街D	True	
400022	闇堕ちハンター_爆槌（初期配置変形前）_松明下ろし状態	itemLotId_1	40003420	闇堕ちハンター　ガンハンマー　聖堂街D	True	
400025	闇堕ちハンター_ノコ曲剣（初期配置ノコ）エース	itemLotId_1	3401730	闇堕ちハンター　ノコ曲剣　エース　聖堂街D	True	53401730
400026	闇堕ちハンター_ノコ鞭（初期配置ノコ）エース	itemLotId_1	3401740	闇堕ちハンター　ノコ鞭　エース　聖堂街D	True	53401740
400027	闇堕ちハンター_爆槌（初期配置変形前）エース	itemLotId_1	40003425		False	
400028	闇堕ちハンター_爆槌（初期配置変形前）エース_松明下ろし状態	itemLotId_1	3401750	闇堕ちハンター　ガンハンマー　エース　聖堂街D	True	53401750
401000	処刑人（悪夢）_大斧	itemLotId_1	40103400	処刑人悪夢　斧　聖堂街D	True	
401001	処刑人（悪夢）_大斧_Ω聖堂用	itemLotId_1	40103400	処刑人悪夢　斧　聖堂街D	True	
401010	処刑人（悪夢）_大砲	itemLotId_1	40103410	処刑人悪夢　グレネード　聖堂街D	True	
402000	時計塔患者A_輸血器具	itemLotId_1	40203500	時計塔患者A　輸血台　時計塔	True	
402001	時計塔患者A_輸血器具　初見演出用	itemLotId_1	40203500	時計塔患者A　輸血台　時計塔	True	
402010	時計塔患者A_腕瘤	itemLotId_1	40203510	時計塔患者A　毒手　時計塔	True	
402020	時計塔患者A_素手　消極的	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402022	時計塔患者A_素手　巡回時に走る	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402023	時計塔患者A_素手　ザコ	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402024	時計塔患者A_素手　積極A（近接）	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402025	時計塔患者A_素手　頭部なし	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402026	時計塔患者A_素手　戦闘時、巡回時に走る	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402027	時計塔患者A_素手　積極B（突進）	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402028	時計塔患者A_素手　投擲用	itemLotId_1	40203530	時計塔患者A　素手 投擲　時計塔	True	
402030	時計塔患者A（四足）　よく跳ぶ	itemLotId_1	40203540	時計塔患者A　四足　時計塔	True	
402035	時計塔患者A（四足）　あまり跳ばない	itemLotId_1	40203540	時計塔患者A　四足　時計塔	True	
402040	時計塔患者A_素手	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402042	時計塔患者A_素手　巡回時に走る	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402043	時計塔患者A_素手　ザコ	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402044	時計塔患者A_素手　積極的	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402045	時計塔患者A_素手　頭部なし	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402046	時計塔患者A_素手　戦闘時、巡回時に走る	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402048	時計塔患者A_素手　投擲用	itemLotId_1	40203530	時計塔患者A　素手 投擲　時計塔	True	
402050	時計塔患者A_素手　ひまわりの世話	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402060	時計塔患者A_素手　ひまわりの世話	itemLotId_1	40203520	時計塔患者A　素手　時計塔	True	
402100	時計塔患者A（這いずり）	itemLotId_1	40203550	時計塔患者A　這いずり　時計塔	True	
402101	時計塔患者A（這いずり）：服血まみれ	itemLotId_1	40203550	時計塔患者A　這いずり　時計塔	True	
402180	時計塔患者A（這いずり）：吊られ	itemLotId_1	40203550	時計塔患者A　這いずり　時計塔	True	
402181	時計塔患者A（這いずり）：服血まみれ：吊られ	itemLotId_1	40203550	時計塔患者A　這いずり　時計塔	True	
402200	時計塔患者A（頭部のみ）	itemLotId_1	40203560	時計塔患者A　頭部のみ　時計塔	True	
402280	特別な時計塔患者（頭部のみ）A	itemLotId_1	43400	特別な時計塔患者（頭部のみ）A_殺害時ドロップアイテム	True	50002400
402281	特別な時計塔患者（頭部のみ）B	itemLotId_1	43500	特別な時計塔患者（頭部のみ）B_殺害時ドロップアイテム	True	50002450
402285	特別な時計塔患者（頭部のみ）A_ダミー	itemLotId_1	43400	特別な時計塔患者（頭部のみ）A_殺害時ドロップアイテム	True	50002400
402286	特別な時計塔患者（頭部のみ）B_ダミー	itemLotId_1	43500	特別な時計塔患者（頭部のみ）B_殺害時ドロップアイテム	True	50002450
402290	時計塔の女医（頭部のみ）	itemLotId_1	43040	時計塔の女医_殺害時ドロップアイテム（頭部のみ状態）	True	50002270
402300	時計塔の女医	itemLotId_1	43030	時計塔の女医_殺害時ドロップアイテム（通常状態）	True	50002250
404000	魚人A_銛	itemLotId_1	40403600	魚人A　銛　漁村	True	
404001	魚人A_銛_スネ夫	itemLotId_1	40403605	魚人A　銛　スネ夫　漁村	True	
404005	魚人A_銛_投擲	itemLotId_1	40403610	魚人A　銛 投擲　漁村	True	
404006	魚人A_銛_投擲_固定砲台	itemLotId_1	40403610	魚人A　銛 投擲　漁村	True	
404010	魚人A_熊手熊手	itemLotId_1	40403620	魚人A　熊手　漁村	True	
404014	魚人A_熊手熊手_はだか	itemLotId_1	40403630	魚人A　熊手 はだか　漁村	True	
404020	魚人A_熊手血抜き	itemLotId_1	40403640	魚人A　熊手 血抜き　漁村	True	
404024	魚人A_熊手血抜き_はだか	itemLotId_1	40403650		False	
404025	魚人A_熊手血抜き_投擲専念	itemLotId_1	40403660	魚人A　熊手 血抜き 投擲　漁村	True	
404030	魚人A_包丁	itemLotId_1	40403670	魚人A　包丁　漁村	True	
404034	魚人A_包丁_はだか	itemLotId_1	40403680		False	
405000	魚人B	itemLotId_1	40503600	魚人B　漁村	True	
406000	魚人大（素手）	itemLotId_1	40603600	魚人（大） 素手　漁村	True	
406005	魚人大（素手）_強	itemLotId_1	3601100	魚人大 * 2 ドロップ	True	53601100
406010	魚人大（イカリ）	itemLotId_1	40603610	魚人（大） イカリ　漁村	True	
407000	ヤドカリ_殻なし	itemLotId_1	40703600	ヤドカリ 殻なし　漁村	True	
407010	ヤドカリ_殻あり_左巻き	itemLotId_1	40703610	ヤドカリ 殻あり　漁村	True	
407011	ヤドカリ_殻あり_左巻き_殻こもり	itemLotId_1	40703610	ヤドカリ 殻あり　漁村	True	
407020	ヤドカリ_殻あり_右巻き	itemLotId_1	40703610	ヤドカリ 殻あり　漁村	True	
407021	ヤドカリ_殻あり_右巻き_殻こもり	itemLotId_1	40703610	ヤドカリ 殻あり　漁村	True	
408000	漁犬	itemLotId_1	40803600	漁犬　漁村	True	
409010	死体	itemLotId_1	40903400	死体　聖堂街D	True	
411000	群衆A（大）　松明＆斧　聖堂街D	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
411010	群衆A（大）　盾＆松明　聖堂街D	itemLotId_1	10202400	群衆A松明　聖堂街A	True	
411030	群衆A（大）　武器（サーベル）　聖堂街D	itemLotId_1	10202402	群衆Aサーベル　聖堂街A	True	
411033	群衆A（大）　銃（固定砲台）　聖堂街D	itemLotId_1	10202404	群衆Aリーダー　聖堂街A	True	
411040	群衆A（大）　武器（包丁）　聖堂街D	itemLotId_1	10202406	群衆A盾/包丁/鎌/鋤　聖堂街A	True	
411041	群衆A（大）　武器（包丁）　炎なし　聖堂街D	itemLotId_1	10202406	群衆A盾/包丁/鎌/鋤　聖堂街A	True	
411050	群衆A（大）　武器（鎌）　聖堂街D	itemLotId_1	10202406	群衆A盾/包丁/鎌/鋤　聖堂街A	True	
411051	群衆A（大）　武器（鎌）　炎なし　聖堂街D	itemLotId_1	10202406	群衆A盾/包丁/鎌/鋤　聖堂街A	True	
411060	群衆A（大）　火炎瓶投擲　聖堂街D	itemLotId_1	10202708	群衆A投擲 火炎瓶　森	True	
411061	群衆A（大）　火炎瓶投擲　乱射砲台　聖堂街D	itemLotId_1	10202708	群衆A投擲 火炎瓶　森	True	
411070	群衆A（大）　長物両手（鋤）　聖堂街D	itemLotId_1	10202406	群衆A盾/包丁/鎌/鋤　聖堂街A	True	
411090	群衆A（大）　素手　聖堂街D	itemLotId_1	10202406	群衆A盾/包丁/鎌/鋤　聖堂街A	True	
412000	時計塔患者A_輸血器具	itemLotId_1	40203500	時計塔患者A　輸血台　時計塔	True	
412001	時計塔患者A_輸血器具　初見演出用	itemLotId_1	40203500	時計塔患者A　輸血台　時計塔	True	
413000	血舐め（血袋大）_聖堂街D	itemLotId_1	21303400	血舐め　聖堂街D	True	
414000	異形ビースト　聖堂街D　同士討ち	itemLotId_1	10903400	異形ビースト　聖堂街D	True	
414001	異形ビースト　聖堂街D　同士討ち 雑魚	itemLotId_1	10903400	異形ビースト　聖堂街D	True	
503000	蛇玉　森	itemLotId_1	50300000	蛇玉　森	True	
504020	嵐の獣　感染者の乞食_変身用	itemLotId_1	27070	感染者の乞食_死亡時ドロップアイテム	True	50001100
504030	嵐の獣　感染者の乞食_変身用	itemLotId_1	27070	感染者の乞食_死亡時ドロップアイテム	True	50001100
513000	大学教授　大学	itemLotId_1	20000	学長_殺害時ドロップアイテム	True	50000400
901090	宝ドロップ用ダミーキャラ　古城	itemLotId_1	25000	偏屈な老人_死亡時ドロップアイテム	True	50000900
901110	聖剣ルドウイークの宝用ダミーキャラ	itemLotId_1	43300	ルドウイーク（頭部のみ）_殺害時ドロップアイテム or 遺品を拾う	True	50002351
901120	教会の殺し屋の宝用ダミーキャラ（頭）	itemLotId_1	43710	教会の殺し屋_侵入者撃退時ドロップアイテム（時計塔）	True	50002560
901121	教会の殺し屋の宝用ダミーキャラ（胴）	itemLotId_1	43720	教会の殺し屋_侵入者撃退時ドロップアイテム（漁村村2隠し部屋）	True	50002570
901122	教会の殺し屋の宝用ダミーキャラ（腕）	itemLotId_1	43730	教会の殺し屋_侵入者撃退時ドロップアイテム（漁村村2橋）	True	50002580
901123	教会の殺し屋の宝用ダミーキャラ（脚）	itemLotId_1	43740	教会の殺し屋_侵入者撃退時ドロップアイテム（漁村暗渠）	True	50002590
901124	教会の殺し屋_弱っている本体ダミー（1010中西追加「）	itemLotId_1	43700	教会の殺し屋_殺害時ドロップアイテム	True	50002550
10100080	猟犬　ダンジョン	itemLotId_1	10002900	猟犬　ダンジョン	True	
10100102	猟犬　嵐属性　ダンジョン	itemLotId_1	10002910	猟犬　ダンジョン　嵐	True	
10100180	猟犬　（月）　ダンジョン	itemLotId_1	10002920	猟犬　ダンジョン　（月の猟犬）	True	
10101080	司祭　ダンジョン	itemLotId_1	10102900	司祭　ダンジョン	True	
10101095	司祭　ダンジョン　強敵	itemLotId_1	10102900	司祭　ダンジョン	True	
10105080	さまよう寡婦　ダンジョン	itemLotId_1	10502900	さまよう寡婦　ダンジョン	True	
10105202	さまよう寡婦　ダンジョン用　嵐属性	itemLotId_1	10502910	さまよう寡婦　ダンジョン　嵐	True	
10105800	さまよう寡婦　マルチ召喚（強）：物理	itemLotId_1	10502950	さまよう寡婦　マルチ召喚（弱）：物理	True	
10105810	さまよう寡婦　マルチ召喚（強）：銃	itemLotId_1	10502952	さまよう寡婦　マルチ召喚（弱）：銃	True	
10105820	さまよう寡婦　マルチ召喚（強）：炎雷	itemLotId_1	10502954	さまよう寡婦　マルチ召喚（弱）：炎雷	True	
10105830	さまよう寡婦　マルチ召喚（強）：魔法	itemLotId_1	10502956	さまよう寡婦　マルチ召喚（弱）：魔法	True	
10105840	さまよう寡婦　マルチ召喚（強）：補助	itemLotId_1	10502958	さまよう寡婦　マルチ召喚（弱）：補助	True	
10105850	さまよう寡婦　マルチ召喚（強）：レア素材A	itemLotId_1	10502960	さまよう寡婦　マルチ召喚（弱）：レア素材A	True	
10105860	さまよう寡婦　マルチ召喚（強）：レア素材B	itemLotId_1	10502962	さまよう寡婦　マルチ召喚（弱）：レア素材B	True	
10105900	さまよう寡婦　マルチ召喚（弱）：物理	itemLotId_1	10502950	さまよう寡婦　マルチ召喚（弱）：物理	True	
10105910	さまよう寡婦　マルチ召喚（弱）：銃	itemLotId_1	10502952	さまよう寡婦　マルチ召喚（弱）：銃	True	
10105920	さまよう寡婦　マルチ召喚（弱）：炎雷	itemLotId_1	10502954	さまよう寡婦　マルチ召喚（弱）：炎雷	True	
10105930	さまよう寡婦　マルチ召喚（弱）：魔法	itemLotId_1	10502956	さまよう寡婦　マルチ召喚（弱）：魔法	True	
10105940	さまよう寡婦　マルチ召喚（弱）：補助	itemLotId_1	10502958	さまよう寡婦　マルチ召喚（弱）：補助	True	
10105950	さまよう寡婦　マルチ召喚（弱）：レア素材A	itemLotId_1	10502960	さまよう寡婦　マルチ召喚（弱）：レア素材A	True	
10105960	さまよう寡婦　マルチ召喚（弱）：レア素材B	itemLotId_1	10502962	さまよう寡婦　マルチ召喚（弱）：レア素材B	True	
10106080	脳喰らい　ダンジョン	itemLotId_1	10602900	脳喰らい　ダンジョン	True	
10106085	脳喰らい　フード　ダンジョン	itemLotId_1	10602902	脳喰らい　フード　ダンジョン	True	
10109080	異形ビースト　素手_警戒行動なし　ダンジョン	itemLotId_1	10902900	異形ビースト　ダンジョン	True	
10109102	異形ビースト　嵐属性　ダンジョン	itemLotId_1	10902910	異形ビースト　ダンジョン　嵐	True	
10109580	異形ビースト　スローキャラ　ダンジョン	itemLotId_1	10902902	異形ビースト_赤目　ダンジョン	True	
10109602	異形ビースト　スローキャラ　嵐属性　ダンジョン	itemLotId_1	10902912	異形ビースト_赤目　ダンジョン　嵐	True	
10110080	下水ネズミ　ダンジョン	itemLotId_1	11002900	下水ネズミ　ダンジョン	True	
10110081	下水ネズミ　膿付き　ダンジョン	itemLotId_1	11002902	下水ネズミ　膿み付き　ダンジョン	True	
10111011	クモ男パッチ_ダンジョン	itemLotId_1	39020	パッチ_死亡時ドロップアイテム	True	50002100
10111080	死と闇の眷属　首あり　ダンジョン	itemLotId_1	11102900	死と闇の眷属（クモ）　首あり　ダンジョン	True	
10111081	死と闇の眷属（変速前移動）　ダンジョン	itemLotId_1	11102900	死と闇の眷属（クモ）　首あり　ダンジョン	True	
10111085	死と闇の眷属　首なし　ダンジョン	itemLotId_1	11102902	死と闇の眷属（クモ）　首なし　ダンジョン	True	
10111086	死と闇の眷属（変速前移動）　首なし　ダンジョン	itemLotId_1	11102901		False	
10111090	死と闇の眷属　首あり　生成　ダンジョン	itemLotId_1	11102904	死と闇の眷属（クモ）　首なし（ジェネレート）　ダンジョン	True	
10111091	死と闇の眷属_ジェネレート（変速前移動）　ダンジョン	itemLotId_1	11102902	死と闇の眷属（クモ）　首なし　ダンジョン	True	
10111095	死と闇の眷属　首なし　生成　ダンジョン	itemLotId_1	11102904	死と闇の眷属（クモ）　首なし（ジェネレート）　ダンジョン	True	
10111096	死と闇の眷属_ジェネレート（変速前移動）　首なし　ダンジョン	itemLotId_1	11102902	死と闇の眷属（クモ）　首なし　ダンジョン	True	
10111102	死と闇の眷属　首あり　ダンジョン　嵐属性	itemLotId_1	11102910	死と闇の眷属（クモ）　首あり　ダンジョン　嵐	True	
10111122	死と闇の眷属（変速前移動）　ダンジョン　嵐属性	itemLotId_1	11102910	死と闇の眷属（クモ）　首あり　ダンジョン　嵐	True	
10111200	死と闇の眷属　首なし　ダンジョン	itemLotId_1	2909800	プレゼンダンジョン敵ドロップ	True	
10112080	水死体ビースト　ダンジョン	itemLotId_1	11202900	水死体ビースト　ダンジョン	True	
10112102	水死体ビースト　ダンジョン　嵐属性	itemLotId_1	11202910	水死体ビースト　ダンジョン　嵐	True	
10112200	水死体ビースト　ダンジョン	itemLotId_1	2909800	プレゼンダンジョン敵ドロップ	True	
10113080	デーモンの狂信者　ダンジョン用	itemLotId_1	11302900	デーモンの狂信者　ダンジョン	True	
10114080	狂信者の獣　ダンジョン	itemLotId_1	11402900	狂信者の獣　ダンジョン	True	
10114902	狂信者の獣　ダンジョン　嵐属性	itemLotId_1	11402910	狂信者の獣　ダンジョン　嵐	True	
10115080	スライム　ダンジョン	itemLotId_1	11502900	スライム　ダンジョン	True	
10116080	デーモン犬　ダンジョン	itemLotId_1	11602900	デーモン犬　ダンジョン	True	
10118080	さまよう狂気　ダンジョン	itemLotId_1	11810000	さまよう狂気（小）　ダンジョン	True	52902000
10118081	さまよう狂気(小)　並２　ダンジョン用	itemLotId_1	11810000	さまよう狂気（小）　ダンジョン	True	52902000
10118082	さまよう狂気(小)　良　ダンジョン用	itemLotId_1	11810000	さまよう狂気（小）　ダンジョン	True	52902000
10118083	さまよう狂気(小)　レア　ダンジョン用	itemLotId_1	11810000	さまよう狂気（小）　ダンジョン	True	52902000
10119080	さまよう狂気(中)　ダンジョン	itemLotId_1	11902900	さまよう狂気（中）　ダンジョン　並	True	52903000
10121080	墓守サソリ　子なし　小はさみ　ダンジョン	itemLotId_1	12102900	墓守サソリ　ダンジョン	True	
10121081	墓守サソリ　子なし　大はさみ　ダンジョン	itemLotId_1	12102900	墓守サソリ　ダンジョン	True	
10121090	墓守サソリ　子あり　小はさみ　ダンジョン	itemLotId_1	12102902	墓守サソリ　子持ち　ダンジョン	True	
10121091	墓守サソリ　子あり　大はさみ　ダンジョン	itemLotId_1	12102902	墓守サソリ　子持ち　ダンジョン	True	
10121302	墓守サソリ　子なし　小はさみ　ダンジョン　嵐属性	itemLotId_1	12102910	墓守サソリ　ダンジョン　嵐	True	
10121322	墓守サソリ　子なし　大はさみ　ダンジョン　嵐属性	itemLotId_1	12102910	墓守サソリ　ダンジョン　嵐	True	
10121342	墓守サソリ　子あり　小はさみ　ダンジョン　嵐属性	itemLotId_1	12102910	墓守サソリ　ダンジョン　嵐	True	
10121362	墓守サソリ　子あり　大はさみ　ダンジョン　嵐属性	itemLotId_1	12102910	墓守サソリ　ダンジョン　嵐	True	
10122080	幼生オオコウモリ　ダンジョン	itemLotId_1	12202900	幼生オオコウモリ　ダンジョン	True	
10122081	幼生オオコウモリ（彫像待機）　ダンジョン	itemLotId_1	12202900	幼生オオコウモリ　ダンジョン	True	
10123000	穴掘り　ダンジョン	itemLotId_1	12302900	穴掘り　ダンジョン	True	
10123200	穴掘り　ダンジョン	itemLotId_1	2909800	プレゼンダンジョン敵ドロップ	True	
10124090	狂犬　ダンジョン	itemLotId_1	12402900	狂犬　ダンジョン	True	
10124102	狂犬　ダンジョン用　嵐属性	itemLotId_1	12402910	狂犬　ダンジョン　嵐	True	
10125000	蛇玉（子）　1本だけ太い　ダンジョン	itemLotId_1	12502900	蛇玉（子）　ダンジョン	True	
10125010	蛇玉（子）　毒霧　ダンジョン	itemLotId_1	12502900	蛇玉（子）　ダンジョン	True	
10125102	蛇玉（子）　右太首　ダンジョン　嵐属性	itemLotId_1	12502910	蛇玉（子）　ダンジョン　嵐	True	
10126000	蛇玉（子）・小　1本だけ太い　ダンジョン	itemLotId_1	12602900	蛇玉（子）小　ダンジョン	True	
10126102	蛇玉（子）・小　右太首　ダンジョン　嵐属性	itemLotId_1	12602910	蛇玉（子）小　ダンジョン　嵐	True	
10127000	吸血豚　ダンジョン	itemLotId_1	12702900	吸血豚　ダンジョン	True	
10127102	吸血豚　ダンジョン　嵐属性	itemLotId_1	12702910	吸血豚　ダンジョン　嵐	True	
10129000	異形ビースト（雌）　ダンジョン	itemLotId_1	12902900	異形ビースト（雌）　ダンジョン	True	
10130000	死と闇の眷属（大）　ダンジョン	itemLotId_1	13002900	死と闇の眷属（大）　ダンジョン	True	
10140000	白痴の蜘蛛（子）　ダンジョン	itemLotId_1	14002900	白痴の蜘蛛（子）　ダンジョン	True	
10140010	白痴の蜘蛛（子）　ボスのお供　ダンジョン	itemLotId_1	14002910	白痴の蜘蛛（子）　ダンジョン　ボスのお供	True	
10201020	墓掘り（銃）　ダンジョン	itemLotId_1	20102904	ダンジョン人（墓掘り）銃　ダンジョン	True	
10201080	墓掘り（鉤）　ダンジョン	itemLotId_1	20102900	ダンジョン人（墓掘り）鉤　ダンジョン	True	
10201081	墓掘り（つるはし）　ダンジョン	itemLotId_1	20102902	ダンジョン人（墓掘り）つるはし　ダンジョン	True	
10201090	墓掘り（鉤）　ダンジョン＿巡回	itemLotId_1	20102900	ダンジョン人（墓掘り）鉤　ダンジョン	True	
10201091	墓掘り（つるはし）　ダンジョン＿巡回	itemLotId_1	20102902	ダンジョン人（墓掘り）つるはし　ダンジョン	True	
10201092	墓掘り（銃）＿巡回	itemLotId_1	20102904	ダンジョン人（墓掘り）銃　ダンジョン	True	
10201102	墓掘り（鉤）　ダンジョン　嵐属性	itemLotId_1	20102910	ダンジョン人（墓掘り）鉤　ダンジョン　嵐	True	
10201108	墓掘り（鉤）　医者　ダンジョン	itemLotId_1	20102970	ダンジョン人（墓掘り）鉤　ダンジョン 医者	True	
10201109	墓掘り（鉤）　儀式　ダンジョン	itemLotId_1	20102980	ダンジョン人（墓掘り）鉤　ダンジョン 儀式	True	
10201122	墓掘り（つるはし）　ダンジョン　嵐属性	itemLotId_1	20102912	ダンジョン人（墓掘り）つるはし　ダンジョン　嵐	True	
10201128	墓掘り（つるはし）　医者　ダンジョン	itemLotId_1	20102972	ダンジョン人（墓掘り）つるはし　ダンジョン　医師	True	
10201200	墓掘り（銃）	itemLotId_1	2909800	プレゼンダンジョン敵ドロップ	True	
10201210	墓掘り（鉤）　ダンジョン	itemLotId_1	2909800	プレゼンダンジョン敵ドロップ	True	
10201220	墓掘り（つるはし）　ダンジョン	itemLotId_1	2909800	プレゼンダンジョン敵ドロップ	True	
10202080	人さらい　ダンジョン	itemLotId_1	20202900	人さらい　ダンジョン	True	
10202102	人さらい　ダンジョン　嵐属性	itemLotId_1	20202910	人さらい　ダンジョン　嵐	True	
