goods_param_id	param_name	normalized_runtime_id	raw_runtime_descriptor	max_num	max_repository_num	is_only_one	is_auto_replenish	mapping_evidence
6429	固定聖杯【レベル4】ローラン	0x4000191D	0xB000191D	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6500	自動生成聖杯【レベル5】トゥメル	0x40001964	0xB0001964	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6502	自動生成聖杯【レベル5】トゥメル_マルチ	0x40001966	0xB0001966	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6509	固定聖杯【レベル5】トゥメル	0x4000196D	0xB000196D	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6520	自動生成聖杯【レベル5】ローラン	0x40001978	0xB0001978	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6522	自動生成聖杯【レベル5】ローラン_マルチ	0x4000197A	0xB000197A	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6529	固定聖杯【レベル5】ローラン	0x40001981	0xB0001981	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6530	自動生成聖杯【レベル5】イズ	0x40001982	0xB0001982	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6532	自動生成聖杯【レベル5】イズ_マルチ	0x40001984	0xB0001984	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
6539	固定聖杯【レベル5】イズ	0x4000198B	0xB000198B	1	99	1	0	formula validated by Bullets, Vials, Pebble, and Augur
7000	儀式素材【コモンA】レベル1	0x40001B58	0xB0001B58	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7001	儀式素材【コモンA】レベル2	0x40001B59	0xB0001B59	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7002	儀式素材【コモンA】レベル3	0x40001B5A	0xB0001B5A	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7012	儀式素材【コモンB】レベル3	0x40001B64	0xB0001B64	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7013	儀式素材【コモンB】レベル4	0x40001B65	0xB0001B65	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7020	儀式素材【コモンC】レベル1	0x40001B6C	0xB0001B6C	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7021	儀式素材【コモンC】レベル2	0x40001B6D	0xB0001B6D	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7022	儀式素材【コモンC】レベル3	0x40001B6E	0xB0001B6E	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7050	儀式素材のかけら	0x40001B8A	0xB0001B8A	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7120	儀式素材【アンコモンC】レベル1	0x40001BD0	0xB0001BD0	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7130	儀式素材【アンコモンD】レベル1	0x40001BDA	0xB0001BDA	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7150	儀式素材【アンコモンF】レベル1	0x40001BEE	0xB0001BEE	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
7200	儀式素材【A5ロック】	0x40001C20	0xB0001C20	99	600	0	0	formula validated by Bullets, Vials, Pebble, and Augur
10900	弾丸【PG直接指定】	0x40002A94	0xB0002A94	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
10910	弾丸回復	0x40002A9E	0xB0002A9E	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11000	HP回復【PG直接指定】	0x40002AF8	0xB0002AF8	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11100	毒・出血回復薬	0x40002B5C	0xB0002B5C	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11101	狂気・獣化回復薬	0x40002B5D	0xB0002B5D	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11110	獣化薬	0x40002B66	0xB0002B66	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11130	リゲインアップ	0x40002B7A	0xB0002B7A	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11200	火炎壺	0x40002BC0	0xB0002BC0	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11201	時限爆発瓶	0x40002BC1	0xB0002BC1	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11210	毒ナイフ	0x40002BCA	0xB0002BCA	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11220	油壺	0x40002BD4	0xB0002BD4	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11230	石ころ	0x40002BDE	0xB0002BDE	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11240	投げナイフ	0x40002BE8	0xB0002BE8	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11250	背後火炎壺	0x40002BF2	0xB0002BF2	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11251	背後時限爆発瓶	0x40002BF3	0xB0002BF3	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11260	獣誘い	0x40002BFC	0xB0002BFC	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11270	HP回復不可	0x40002C06	0xB0002C06	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11300	エンチャント【炎】	0x40002C24	0xB0002C24	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11310	エンチャント【魔法】	0x40002C2E	0xB0002C2E	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11320	エンチャント【雷】	0x40002C38	0xB0002C38	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
11330	銃威力アップ	0x40002C42	0xB0002C42	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12000	触手召喚	0x40002EE0	0xB0002EE0	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12010	宇宙召喚	0x40002EEA	0xB0002EEA	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12020	リフレクトウォール	0x40002EF4	0xB0002EF4	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12030	ヌルヌル化	0x40002EFE	0xB0002EFE	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12050	範囲回復	0x40002F12	0xB0002F12	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12060	加速	0x40002F1C	0xB0002F1C	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12070	地を這う魔法	0x40002F26	0xB0002F26	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12080	誘導弾	0x40002F30	0xB0002F30	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12090	同士討ち	0x40002F3A	0xB0002F3A	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12110	メッセンジャー擬態	0x40002F4E	0xB0002F4E	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12120	コズミックアロー	0x40002F58	0xB0002F58	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12130	怨霊弾	0x40002F62	0xB0002F62	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
12140	蛇召喚	0x40002F6C	0xB0002F6C	99	0	0	0	formula validated by Bullets, Vials, Pebble, and Augur
