item_lot_id	lot_name	slot	item_category	item_id	item_param_name	normalized_runtime_id	raw_runtime_descriptor	quantity	base_points	slot_acquisition_flag	generic_acquisition_flag	all_acquisition_flags
81741000	自動生成聖杯【レベル7】補助_呪い	01	15	710100				2	40	0	-1	
81741000	自動生成聖杯【レベル7】補助_呪い	02	15	711100				2	30	0	-1	
81741000	自動生成聖杯【レベル7】補助_呪い	03	15	712100				2	30	0	-1	
81742000	自動生成聖杯【レベル7】補助_マルチ	01	15	710100				2	40	0	-1	
81742000	自動生成聖杯【レベル7】補助_マルチ	02	15	711100				2	30	0	-1	
81742000	自動生成聖杯【レベル7】補助_マルチ	03	15	712100				2	30	0	-1	
81743000	自動生成聖杯【レベル7】補助_ひどい呪い	01	15	710100				2	40	0	-1	
81743000	自動生成聖杯【レベル7】補助_ひどい呪い	02	15	711100				2	30	0	-1	
81743000	自動生成聖杯【レベル7】補助_ひどい呪い	03	15	712100				2	30	0	-1	
81750000	自動生成聖杯【レベル7】レア素材A	01	15	710100				2	40	0	-1	
81750000	自動生成聖杯【レベル7】レア素材A	02	15	711100				2	30	0	-1	
81750000	自動生成聖杯【レベル7】レア素材A	03	15	712100				2	30	0	-1	
81751000	自動生成聖杯【レベル7】レア素材A_呪い	01	15	710100				2	40	0	-1	
81751000	自動生成聖杯【レベル7】レア素材A_呪い	02	15	711100				2	30	0	-1	
81751000	自動生成聖杯【レベル7】レア素材A_呪い	03	15	712100				2	30	0	-1	
81752000	自動生成聖杯【レベル7】レア素材A_マルチ	01	15	710100				2	40	0	-1	
81752000	自動生成聖杯【レベル7】レア素材A_マルチ	02	15	711100				2	30	0	-1	
81752000	自動生成聖杯【レベル7】レア素材A_マルチ	03	15	712100				2	30	0	-1	
81753000	自動生成聖杯【レベル7】レア素材A_ひどい呪い	01	15	710100				2	40	0	-1	
81753000	自動生成聖杯【レベル7】レア素材A_ひどい呪い	02	15	711100				2	30	0	-1	
81753000	自動生成聖杯【レベル7】レア素材A_ひどい呪い	03	15	712100				2	30	0	-1	
81760000	自動生成聖杯【レベル7】レア素材B	01	15	710100				2	40	0	-1	
81760000	自動生成聖杯【レベル7】レア素材B	02	15	711100				2	30	0	-1	
81760000	自動生成聖杯【レベル7】レア素材B	03	15	712100				2	30	0	-1	
81761000	自動生成聖杯【レベル7】レア素材B_呪い	01	15	710100				2	40	0	-1	
81761000	自動生成聖杯【レベル7】レア素材B_呪い	02	15	711100				2	30	0	-1	
81761000	自動生成聖杯【レベル7】レア素材B_呪い	03	15	712100				2	30	0	-1	
81762000	自動生成聖杯【レベル7】レア素材B_マルチ	01	15	710100				2	40	0	-1	
81762000	自動生成聖杯【レベル7】レア素材B_マルチ	02	15	711100				2	30	0	-1	
81762000	自動生成聖杯【レベル7】レア素材B_マルチ	03	15	712100				2	30	0	-1	
81763000	自動生成聖杯【レベル7】レア素材B_ひどい呪い	01	15	710100				2	40	0	-1	
81763000	自動生成聖杯【レベル7】レア素材B_ひどい呪い	02	15	711100				2	30	0	-1	
81763000	自動生成聖杯【レベル7】レア素材B_ひどい呪い	03	15	712100				2	30	0	-1	
82100000	自動生成聖杯【レベル1】トゥメル	01	8	31400				1	80	0	-1	
82100000	自動生成聖杯【レベル1】トゥメル	02	8	31400				1	20	0	-1	
82101000	自動生成聖杯【レベル1】トゥメル_呪い	01	8	31400				1	80	0	-1	
82101000	自動生成聖杯【レベル1】トゥメル_呪い	02	8	31400				1	20	0	-1	
82200000	自動生成聖杯【レベル2】トゥメル	01	8	31400				1	80	0	-1	
82200000	自動生成聖杯【レベル2】トゥメル	02	8	31400				1	20	0	-1	
82201000	自動生成聖杯【レベル2】トゥメル_呪い	01	8	31400				1	80	0	-1	
82201000	自動生成聖杯【レベル2】トゥメル_呪い	02	8	31400				1	20	0	-1	
82202000	自動生成聖杯【レベル2】トゥメル_マルチ	01	8	31400				1	80	0	-1	
82202000	自動生成聖杯【レベル2】トゥメル_マルチ	02	8	31400				1	20	0	-1	
82210000	自動生成聖杯【レベル2】僻墓	01	8	31400				1	80	0	-1	
82210000	自動生成聖杯【レベル2】僻墓	02	8	31400				1	20	0	-1	
82211000	自動生成聖杯【レベル2】僻墓_呪い	01	8	31400				1	80	0	-1	
82211000	自動生成聖杯【レベル2】僻墓_呪い	02	8	31400				1	20	0	-1	
82212000	自動生成聖杯【レベル2】僻墓_マルチ	01	8	31400				1	80	0	-1	
82212000	自動生成聖杯【レベル2】僻墓_マルチ	02	8	31400				1	20	0	-1	
82300000	自動生成聖杯【レベル3】トゥメル	01	8	31400				1	80	0	-1	
82300000	自動生成聖杯【レベル3】トゥメル	02	8	31400				1	20	0	-1	
82301000	自動生成聖杯【レベル3】トゥメル_呪い	01	8	31400				1	80	0	-1	
82301000	自動生成聖杯【レベル3】トゥメル_呪い	02	8	31400				1	20	0	-1	
82302000	自動生成聖杯【レベル3】トゥメル_マルチ	01	8	31400				1	80	0	-1	
82302000	自動生成聖杯【レベル3】トゥメル_マルチ	02	8	31400				1	20	0	-1	
82310000	自動生成聖杯【レベル3】僻墓	01	8	31400				1	80	0	-1	
82310000	自動生成聖杯【レベル3】僻墓	02	8	31400				1	20	0	-1	
82311000	自動生成聖杯【レベル3】僻墓_呪い	01	8	31400				1	80	0	-1	
82311000	自動生成聖杯【レベル3】僻墓_呪い	02	8	31400				1	20	0	-1	
82312000	自動生成聖杯【レベル3】僻墓_マルチ	01	8	31400				1	80	0	-1	
82312000	自動生成聖杯【レベル3】僻墓_マルチ	02	8	31400				1	20	0	-1	
82320000	自動生成聖杯【レベル3】ローラン	01	8	31400				1	80	0	-1	
82320000	自動生成聖杯【レベル3】ローラン	02	8	31400				1	20	0	-1	
82321000	自動生成聖杯【レベル3】ローラン_呪い	01	8	31400				1	80	0	-1	
82321000	自動生成聖杯【レベル3】ローラン_呪い	02	8	31400				1	20	0	-1	
82322000	自動生成聖杯【レベル3】ローラン_マルチ	01	8	31400				1	80	0	-1	
82322000	自動生成聖杯【レベル3】ローラン_マルチ	02	8	31400				1	20	0	-1	
82350000	自動生成聖杯【レベル3】レア素材A	01	15	151100				1	100	0	-1	
82350000	自動生成聖杯【レベル3】レア素材A	02	15	710100				2	40	0	-1	
82350000	自動生成聖杯【レベル3】レア素材A	03	15	711100				2	30	0	-1	
82350000	自動生成聖杯【レベル3】レア素材A	04	15	712100				2	30	0	-1	
82351000	自動生成聖杯【レベル3】レア素材A_呪い	01	15	151100				1	100	0	-1	
82351000	自動生成聖杯【レベル3】レア素材A_呪い	02	15	710100				2	40	0	-1	
82351000	自動生成聖杯【レベル3】レア素材A_呪い	03	15	711100				2	30	0	-1	
82351000	自動生成聖杯【レベル3】レア素材A_呪い	04	15	712100				2	30	0	-1	
82352000	自動生成聖杯【レベル3】レア素材A_マルチ	01	15	151100				1	100	0	-1	
82352000	自動生成聖杯【レベル3】レア素材A_マルチ	02	15	710100				2	40	0	-1	
82352000	自動生成聖杯【レベル3】レア素材A_マルチ	03	15	711100				2	30	0	-1	
82352000	自動生成聖杯【レベル3】レア素材A_マルチ	04	15	712100				2	30	0	-1	
82400000	自動生成聖杯【レベル4】トゥメル	01	8	31400				1	80	0	-1	
82400000	自動生成聖杯【レベル4】トゥメル	02	8	31400				1	20	0	-1	
82401000	自動生成聖杯【レベル4】トゥメル_呪い	01	8	31400				1	80	0	-1	
82401000	自動生成聖杯【レベル4】トゥメル_呪い	02	8	31400				1	20	0	-1	
82402000	自動生成聖杯【レベル4】トゥメル_マルチ	01	8	31400				1	80	0	-1	
82402000	自動生成聖杯【レベル4】トゥメル_マルチ	02	8	31400				1	20	0	-1	
82403000	自動生成聖杯【レベル4】トゥメル_ひどい呪い	01	8	31400				1	80	0	-1	
82403000	自動生成聖杯【レベル4】トゥメル_ひどい呪い	02	8	31400				1	20	0	-1	
82410000	自動生成聖杯【レベル4】僻墓	01	8	31400				1	80	0	-1	
82410000	自動生成聖杯【レベル4】僻墓	02	8	31400				1	20	0	-1	
82411000	自動生成聖杯【レベル4】僻墓_呪い	01	8	31400				1	80	0	-1	
82411000	自動生成聖杯【レベル4】僻墓_呪い	02	8	31400				1	20	0	-1	
82412000	自動生成聖杯【レベル4】僻墓_マルチ	01	8	31400				1	80	0	-1	
82412000	自動生成聖杯【レベル4】僻墓_マルチ	02	8	31400				1	20	0	-1	
82413000	自動生成聖杯【レベル4】僻墓_ひどい呪い	01	8	31400				1	80	0	-1	
82413000	自動生成聖杯【レベル4】僻墓_ひどい呪い	02	8	31400				1	20	0	-1	
82420000	自動生成聖杯【レベル4】ローラン	01	8	31400				1	80	0	-1	
82420000	自動生成聖杯【レベル4】ローラン	02	8	31400				1	20	0	-1	
82421000	自動生成聖杯【レベル4】ローラン_呪い	01	8	31400				1	80	0	-1	
82421000	自動生成聖杯【レベル4】ローラン_呪い	02	8	31400				1	20	0	-1	
82422000	自動生成聖杯【レベル4】ローラン_マルチ	01	8	31400				1	80	0	-1	
82422000	自動生成聖杯【レベル4】ローラン_マルチ	02	8	31400				1	20	0	-1	
82423000	自動生成聖杯【レベル4】ローラン_ひどい呪い	01	8	31400				1	80	0	-1	
82423000	自動生成聖杯【レベル4】ローラン_ひどい呪い	02	8	31400				1	20	0	-1	
82430000	自動生成聖杯【レベル4】イズ	01	8	31400				1	80	0	-1	
82430000	自動生成聖杯【レベル4】イズ	02	8	31400				1	20	0	-1	
82431000	自動生成聖杯【レベル4】イズ_呪い	01	8	31400				1	80	0	-1	
82431000	自動生成聖杯【レベル4】イズ_呪い	02	8	31400				1	20	0	-1	
82432000	自動生成聖杯【レベル4】イズ_マルチ	01	8	31400				1	80	0	-1	
82432000	自動生成聖杯【レベル4】イズ_マルチ	02	8	31400				1	20	0	-1	
82433000	自動生成聖杯【レベル4】イズ_ひどい呪い	01	8	31400				1	80	0	-1	
82433000	自動生成聖杯【レベル4】イズ_ひどい呪い	02	8	31400				1	20	0	-1	
82440000	自動生成聖杯【レベル4】補助	01	8	31400				1	80	0	-1	
82440000	自動生成聖杯【レベル4】補助	02	8	31400				1	20	0	-1	
82441000	自動生成聖杯【レベル4】補助_呪い	01	8	31400				1	80	0	-1	
82441000	自動生成聖杯【レベル4】補助_呪い	02	8	31400				1	20	0	-1	
82442000	自動生成聖杯【レベル4】補助_マルチ	01	8	31400				1	80	0	-1	
82442000	自動生成聖杯【レベル4】補助_マルチ	02	8	31400				1	20	0	-1	
82443000	自動生成聖杯【レベル4】補助_ひどい呪い	01	8	31400				1	80	0	-1	
82443000	自動生成聖杯【レベル4】補助_ひどい呪い	02	8	31400				1	20	0	-1	
82450000	自動生成聖杯【レベル4】レア素材A	01	15	151100				1	100	0	-1	
82450000	自動生成聖杯【レベル4】レア素材A	02	15	710100				2	40	0	-1	
82450000	自動生成聖杯【レベル4】レア素材A	03	15	711100				2	30	0	-1	
82450000	自動生成聖杯【レベル4】レア素材A	04	15	712100				2	30	0	-1	
82451000	自動生成聖杯【レベル4】レア素材A_呪い	01	15	151100				1	100	0	-1	
82451000	自動生成聖杯【レベル4】レア素材A_呪い	02	15	710100				2	40	0	-1	
82451000	自動生成聖杯【レベル4】レア素材A_呪い	03	15	711100				2	30	0	-1	
82451000	自動生成聖杯【レベル4】レア素材A_呪い	04	15	712100				2	30	0	-1	
82452000	自動生成聖杯【レベル4】レア素材A	01	15	151100				1	100	0	-1	
82452000	自動生成聖杯【レベル4】レア素材A	02	15	710100				2	40	0	-1	
82452000	自動生成聖杯【レベル4】レア素材A	03	15	711100				2	30	0	-1	
82452000	自動生成聖杯【レベル4】レア素材A	04	15	712100				2	30	0	-1	
82453000	自動生成聖杯【レベル4】レア素材A	01	15	151100				1	100	0	-1	
82453000	自動生成聖杯【レベル4】レア素材A	02	15	710100				2	40	0	-1	
82453000	自動生成聖杯【レベル4】レア素材A	03	15	711100				2	30	0	-1	
82453000	自動生成聖杯【レベル4】レア素材A	04	15	712100				2	30	0	-1	
82460000	自動生成聖杯【レベル4】レア素材B	01	15	151100				1	100	0	-1	
82460000	自動生成聖杯【レベル4】レア素材B	02	15	710100				2	40	0	-1	
82460000	自動生成聖杯【レベル4】レア素材B	03	15	713100				2	30	0	-1	
82460000	自動生成聖杯【レベル4】レア素材B	04	15	714100				2	30	0	-1	
82461000	自動生成聖杯【レベル4】レア素材B_呪い	01	15	151100				1	100	0	-1	
82461000	自動生成聖杯【レベル4】レア素材B_呪い	02	15	710100				2	40	0	-1	
82461000	自動生成聖杯【レベル4】レア素材B_呪い	03	15	713100				2	30	0	-1	
82461000	自動生成聖杯【レベル4】レア素材B_呪い	04	15	714100				2	30	0	-1	
82462000	自動生成聖杯【レベル4】レア素材B	01	15	151100				1	100	0	-1	
82462000	自動生成聖杯【レベル4】レア素材B	02	15	710100				2	40	0	-1	
82462000	自動生成聖杯【レベル4】レア素材B	03	15	713100				2	30	0	-1	
82462000	自動生成聖杯【レベル4】レア素材B	04	15	714100				2	30	0	-1	
82463000	自動生成聖杯【レベル4】レア素材B	01	15	151100				1	100	0	-1	
82463000	自動生成聖杯【レベル4】レア素材B	02	15	710100				2	40	0	-1	
82463000	自動生成聖杯【レベル4】レア素材B	03	15	713100				2	30	0	-1	
82463000	自動生成聖杯【レベル4】レア素材B	04	15	714100				2	30	0	-1	
82500000	自動生成聖杯【レベル5】トゥメル	01	8	31400				1	80	0	-1	
82500000	自動生成聖杯【レベル5】トゥメル	02	8	31400				1	20	0	-1	
82501000	自動生成聖杯【レベル5】トゥメル_呪い	01	8	31400				1	80	0	-1	
82501000	自動生成聖杯【レベル5】トゥメル_呪い	02	8	31400				1	20	0	-1	
82502000	自動生成聖杯【レベル5】トゥメル_マルチ	01	8	31400				1	80	0	-1	
82502000	自動生成聖杯【レベル5】トゥメル_マルチ	02	8	31400				1	20	0	-1	
82503000	自動生成聖杯【レベル5】トゥメル_ひどい呪い	01	8	31400				1	80	0	-1	
82503000	自動生成聖杯【レベル5】トゥメル_ひどい呪い	02	8	31400				1	20	0	-1	
82510000	自動生成聖杯【レベル5】僻墓	01	8	31400				1	80	0	-1	
82510000	自動生成聖杯【レベル5】僻墓	02	8	31400				1	20	0	-1	
82511000	自動生成聖杯【レベル5】僻墓_呪い	01	8	31400				1	80	0	-1	
82511000	自動生成聖杯【レベル5】僻墓_呪い	02	8	31400				1	20	0	-1	
82512000	自動生成聖杯【レベル5】僻墓_マルチ	01	8	31400				1	80	0	-1	
82512000	自動生成聖杯【レベル5】僻墓_マルチ	02	8	31400				1	20	0	-1	
82513000	自動生成聖杯【レベル5】僻墓_ひどい呪い	01	8	31400				1	80	0	-1	
82513000	自動生成聖杯【レベル5】僻墓_ひどい呪い	02	8	31400				1	20	0	-1	
82520000	自動生成聖杯【レベル5】ローラン	01	8	31400				1	80	0	-1	
82520000	自動生成聖杯【レベル5】ローラン	02	8	31400				1	20	0	-1	
82521000	自動生成聖杯【レベル5】ローラン_呪い	01	8	31400				1	80	0	-1	
82521000	自動生成聖杯【レベル5】ローラン_呪い	02	8	31400				1	20	0	-1	
82522000	自動生成聖杯【レベル5】ローラン_マルチ	01	8	31400				1	80	0	-1	
82522000	自動生成聖杯【レベル5】ローラン_マルチ	02	8	31400				1	20	0	-1	
82523000	自動生成聖杯【レベル5】ローラン_ひどい呪い	01	8	31400				1	80	0	-1	
82523000	自動生成聖杯【レベル5】ローラン_ひどい呪い	02	8	31400				1	20	0	-1	
82530000	自動生成聖杯【レベル5】イズ	01	8	31400				1	80	0	-1	
82530000	自動生成聖杯【レベル5】イズ	02	8	31400				1	20	0	-1	
82531000	自動生成聖杯【レベル5】イズ_呪い	01	8	31400				1	80	0	-1	
82531000	自動生成聖杯【レベル5】イズ_呪い	02	8	31400				1	20	0	-1	
82532000	自動生成聖杯【レベル5】イズ_マルチ	01	8	31400				1	80	0	-1	
82532000	自動生成聖杯【レベル5】イズ_マルチ	02	8	31400				1	20	0	-1	
82533000	自動生成聖杯【レベル5】イズ_ひどい呪い	01	8	31400				1	80	0	-1	
82533000	自動生成聖杯【レベル5】イズ_ひどい呪い	02	8	31400				1	20	0	-1	
82540000	自動生成聖杯【レベル5】補助	01	8	31400				1	80	0	-1	
82540000	自動生成聖杯【レベル5】補助	02	8	31400				1	20	0	-1	
82541000	自動生成聖杯【レベル5】補助_呪い	01	8	31400				1	80	0	-1	
82541000	自動生成聖杯【レベル5】補助_呪い	02	8	31400				1	20	0	-1	
82542000	自動生成聖杯【レベル5】補助_マルチ	01	8	31400				1	80	0	-1	
82542000	自動生成聖杯【レベル5】補助_マルチ	02	8	31400				1	20	0	-1	
82543000	自動生成聖杯【レベル5】補助_ひどい呪い	01	8	31400				1	80	0	-1	
82543000	自動生成聖杯【レベル5】補助_ひどい呪い	02	8	31400				1	20	0	-1	
82550000	自動生成聖杯【レベル5】レア素材A	01	15	151100				1	100	0	-1	
82550000	自動生成聖杯【レベル5】レア素材A	02	15	710100				2	40	0	-1	
82550000	自動生成聖杯【レベル5】レア素材A	03	15	711100				2	30	0	-1	
82550000	自動生成聖杯【レベル5】レア素材A	04	15	712100				2	30	0	-1	
82551000	自動生成聖杯【レベル5】レア素材A_呪い	01	15	151100				1	100	0	-1	
82551000	自動生成聖杯【レベル5】レア素材A_呪い	02	15	710100				2	40	0	-1	
82551000	自動生成聖杯【レベル5】レア素材A_呪い	03	15	711100				2	30	0	-1	
82551000	自動生成聖杯【レベル5】レア素材A_呪い	04	15	712100				2	30	0	-1	
82552000	自動生成聖杯【レベル5】レア素材A_マルチ	01	15	151100				1	100	0	-1	
82552000	自動生成聖杯【レベル5】レア素材A_マルチ	02	15	710100				2	40	0	-1	
82552000	自動生成聖杯【レベル5】レア素材A_マルチ	03	15	711100				2	30	0	-1	
82552000	自動生成聖杯【レベル5】レア素材A_マルチ	04	15	712100				2	30	0	-1	
82553000	自動生成聖杯【レベル5】レア素材A_ひどい呪い	01	15	151100				1	100	0	-1	
82553000	自動生成聖杯【レベル5】レア素材A_ひどい呪い	02	15	710100				2	40	0	-1	
82553000	自動生成聖杯【レベル5】レア素材A_ひどい呪い	03	15	711100				2	30	0	-1	
82553000	自動生成聖杯【レベル5】レア素材A_ひどい呪い	04	15	712100				2	30	0	-1	
82560000	自動生成聖杯【レベル5】レア素材B	01	15	151100				1	100	0	-1	
82560000	自動生成聖杯【レベル5】レア素材B	02	15	710100				2	40	0	-1	
82560000	自動生成聖杯【レベル5】レア素材B	03	15	713100				2	30	0	-1	
82560000	自動生成聖杯【レベル5】レア素材B	04	15	714100				2	30	0	-1	
82561000	自動生成聖杯【レベル5】レア素材B_呪い	01	15	151100				1	100	0	-1	
82561000	自動生成聖杯【レベル5】レア素材B_呪い	02	15	710100				2	40	0	-1	
82561000	自動生成聖杯【レベル5】レア素材B_呪い	03	15	713100				2	30	0	-1	
82561000	自動生成聖杯【レベル5】レア素材B_呪い	04	15	714100				2	30	0	-1	
82562000	自動生成聖杯【レベル5】レア素材B_マルチ	01	15	151100				1	100	0	-1	
82562000	自動生成聖杯【レベル5】レア素材B_マルチ	02	15	710100				2	40	0	-1	
82562000	自動生成聖杯【レベル5】レア素材B_マルチ	03	15	713100				2	30	0	-1	
82562000	自動生成聖杯【レベル5】レア素材B_マルチ	04	15	714100				2	30	0	-1	
82563000	自動生成聖杯【レベル5】レア素材B_ひどい呪い	01	15	151100				1	100	0	-1	
82563000	自動生成聖杯【レベル5】レア素材B_ひどい呪い	02	15	710100				2	40	0	-1	
82563000	自動生成聖杯【レベル5】レア素材B_ひどい呪い	03	15	713100				2	30	0	-1	
82563000	自動生成聖杯【レベル5】レア素材B_ひどい呪い	04	15	714100				2	30	0	-1	
82600000	自動生成聖杯【レベル6】トゥメル	01	8	31400				1	80	0	-1	
82600000	自動生成聖杯【レベル6】トゥメル	02	8	31400				1	20	0	-1	
82601000	自動生成聖杯【レベル6】トゥメル_呪い	01	8	31400				1	80	0	-1	
82601000	自動生成聖杯【レベル6】トゥメル_呪い	02	8	31400				1	20	0	-1	
82602000	自動生成聖杯【レベル6】トゥメル_マルチ	01	8	31400				1	80	0	-1	
82602000	自動生成聖杯【レベル6】トゥメル_マルチ	02	8	31400				1	20	0	-1	
82603000	自動生成聖杯【レベル6】トゥメル_ひどい呪い	01	8	31400				1	80	0	-1	
82603000	自動生成聖杯【レベル6】トゥメル_ひどい呪い	02	8	31400				1	20	0	-1	
82610000	自動生成聖杯【レベル6】僻墓	01	8	31400				1	80	0	-1	
82610000	自動生成聖杯【レベル6】僻墓	02	8	31400				1	20	0	-1	
82611000	自動生成聖杯【レベル6】僻墓_呪い	01	8	31400				1	80	0	-1	
82611000	自動生成聖杯【レベル6】僻墓_呪い	02	8	31400				1	20	0	-1	
82612000	自動生成聖杯【レベル6】僻墓_マルチ	01	8	31400				1	80	0	-1	
82612000	自動生成聖杯【レベル6】僻墓_マルチ	02	8	31400				1	20	0	-1	
82613000	自動生成聖杯【レベル6】僻墓_ひどい呪い	01	8	31400				1	80	0	-1	
82613000	自動生成聖杯【レベル6】僻墓_ひどい呪い	02	8	31400				1	20	0	-1	
82620000	自動生成聖杯【レベル6】ローラン	01	8	31400				1	80	0	-1	
82620000	自動生成聖杯【レベル6】ローラン	02	8	31400				1	20	0	-1	
82621000	自動生成聖杯【レベル6】ローラン_呪い	01	8	31400				1	80	0	-1	
82621000	自動生成聖杯【レベル6】ローラン_呪い	02	8	31400				1	20	0	-1	
82622000	自動生成聖杯【レベル6】ローラン_マルチ	01	8	31400				1	80	0	-1	
82622000	自動生成聖杯【レベル6】ローラン_マルチ	02	8	31400				1	20	0	-1	
82623000	自動生成聖杯【レベル6】ローラン_ひどい呪い	01	8	31400				1	80	0	-1	
82623000	自動生成聖杯【レベル6】ローラン_ひどい呪い	02	8	31400				1	20	0	-1	
82630000	自動生成聖杯【レベル6】イズ	01	8	31400				1	80	0	-1	
82630000	自動生成聖杯【レベル6】イズ	02	8	31400				1	20	0	-1	
82631000	自動生成聖杯【レベル6】イズ_呪い	01	8	31400				1	80	0	-1	
82631000	自動生成聖杯【レベル6】イズ_呪い	02	8	31400				1	20	0	-1	
82632000	自動生成聖杯【レベル6】イズ_マルチ	01	8	31400				1	80	0	-1	
82632000	自動生成聖杯【レベル6】イズ_マルチ	02	8	31400				1	20	0	-1	
82633000	自動生成聖杯【レベル6】イズ_ひどい呪い	01	8	31400				1	80	0	-1	
82633000	自動生成聖杯【レベル6】イズ_ひどい呪い	02	8	31400				1	20	0	-1	
82640000	自動生成聖杯【レベル6】補助	01	8	31400				1	80	0	-1	
82640000	自動生成聖杯【レベル6】補助	02	8	31400				1	20	0	-1	
82641000	自動生成聖杯【レベル6】補助_呪い	01	8	31400				1	80	0	-1	
82641000	自動生成聖杯【レベル6】補助_呪い	02	8	31400				1	20	0	-1	
82642000	自動生成聖杯【レベル6】補助_マルチ	01	8	31400				1	80	0	-1	
82642000	自動生成聖杯【レベル6】補助_マルチ	02	8	31400				1	20	0	-1	
82643000	自動生成聖杯【レベル6】補助_ひどい呪い	01	8	31400				1	80	0	-1	
82643000	自動生成聖杯【レベル6】補助_ひどい呪い	02	8	31400				1	20	0	-1	
82650000	自動生成聖杯【レベル6】レア素材A	01	15	151100				1	100	0	-1	
82650000	自動生成聖杯【レベル6】レア素材A	02	15	710100				2	40	0	-1	
82650000	自動生成聖杯【レベル6】レア素材A	03	15	711100				2	30	0	-1	
82650000	自動生成聖杯【レベル6】レア素材A	04	15	712100				2	30	0	-1	
82651000	自動生成聖杯【レベル6】レア素材A_呪い	01	15	151100				1	100	0	-1	
82651000	自動生成聖杯【レベル6】レア素材A_呪い	02	15	710100				2	40	0	-1	
82651000	自動生成聖杯【レベル6】レア素材A_呪い	03	15	711100				2	30	0	-1	
82651000	自動生成聖杯【レベル6】レア素材A_呪い	04	15	712100				2	30	0	-1	
82652000	自動生成聖杯【レベル6】レア素材A_マルチ	01	15	151100				1	100	0	-1	
82652000	自動生成聖杯【レベル6】レア素材A_マルチ	02	15	710100				2	40	0	-1	
82652000	自動生成聖杯【レベル6】レア素材A_マルチ	03	15	711100				2	30	0	-1	
82652000	自動生成聖杯【レベル6】レア素材A_マルチ	04	15	712100				2	30	0	-1	
82653000	自動生成聖杯【レベル6】レア素材A_ひどい呪い	01	15	151100				1	100	0	-1	
82653000	自動生成聖杯【レベル6】レア素材A_ひどい呪い	02	15	710100				2	40	0	-1	
82653000	自動生成聖杯【レベル6】レア素材A_ひどい呪い	03	15	711100				2	30	0	-1	
82653000	自動生成聖杯【レベル6】レア素材A_ひどい呪い	04	15	712100				2	30	0	-1	
82660000	自動生成聖杯【レベル6】レア素材B	01	15	151100				1	100	0	-1	
82660000	自動生成聖杯【レベル6】レア素材B	02	15	710100				2	40	0	-1	
82660000	自動生成聖杯【レベル6】レア素材B	03	15	713100				2	30	0	-1	
82660000	自動生成聖杯【レベル6】レア素材B	04	15	714100				2	30	0	-1	
82661000	自動生成聖杯【レベル6】レア素材B_呪い	01	15	151100				1	100	0	-1	
82661000	自動生成聖杯【レベル6】レア素材B_呪い	02	15	710100				2	40	0	-1	
82661000	自動生成聖杯【レベル6】レア素材B_呪い	03	15	713100				2	30	0	-1	
82661000	自動生成聖杯【レベル6】レア素材B_呪い	04	15	714100				2	30	0	-1	
82662000	自動生成聖杯【レベル6】レア素材B_マルチ	01	15	151100				1	100	0	-1	
82662000	自動生成聖杯【レベル6】レア素材B_マルチ	02	15	710100				2	40	0	-1	
82662000	自動生成聖杯【レベル6】レア素材B_マルチ	03	15	713100				2	30	0	-1	
82662000	自動生成聖杯【レベル6】レア素材B_マルチ	04	15	714100				2	30	0	-1	
82663000	自動生成聖杯【レベル6】レア素材B_ひどい呪い	01	15	151100				1	100	0	-1	
82663000	自動生成聖杯【レベル6】レア素材B_ひどい呪い	02	15	710100				2	40	0	-1	
82663000	自動生成聖杯【レベル6】レア素材B_ひどい呪い	03	15	713100				2	30	0	-1	
82663000	自動生成聖杯【レベル6】レア素材B_ひどい呪い	04	15	714100				2	30	0	-1	
82700000	自動生成聖杯【レベル7】トゥメル	01	8	31400				1	80	0	-1	
82700000	自動生成聖杯【レベル7】トゥメル	02	8	31400				1	20	0	-1	
82701000	自動生成聖杯【レベル7】トゥメル_呪い	01	8	31400				1	80	0	-1	
82701000	自動生成聖杯【レベル7】トゥメル_呪い	02	8	31400				1	20	0	-1	
82702000	自動生成聖杯【レベル7】トゥメル_マルチ	01	8	31400				1	80	0	-1	
82702000	自動生成聖杯【レベル7】トゥメル_マルチ	02	8	31400				1	20	0	-1	
82703000	自動生成聖杯【レベル7】トゥメル_ひどい呪い	01	8	31400				1	80	0	-1	
82703000	自動生成聖杯【レベル7】トゥメル_ひどい呪い	02	8	31400				1	20	0	-1	
82710000	自動生成聖杯【レベル7】僻墓	01	8	31400				1	80	0	-1	
82710000	自動生成聖杯【レベル7】僻墓	02	8	31400				1	20	0	-1	
82711000	自動生成聖杯【レベル7】僻墓_呪い	01	8	31400				1	80	0	-1	
82711000	自動生成聖杯【レベル7】僻墓_呪い	02	8	31400				1	20	0	-1	
82712000	自動生成聖杯【レベル7】僻墓_マルチ	01	8	31400				1	80	0	-1	
82712000	自動生成聖杯【レベル7】僻墓_マルチ	02	8	31400				1	20	0	-1	
82713000	自動生成聖杯【レベル7】僻墓_ひどい呪い	01	8	31400				1	80	0	-1	
82713000	自動生成聖杯【レベル7】僻墓_ひどい呪い	02	8	31400				1	20	0	-1	
82720000	自動生成聖杯【レベル7】ローラン	01	8	31400				1	80	0	-1	
82720000	自動生成聖杯【レベル7】ローラン	02	8	31400				1	20	0	-1	
82721000	自動生成聖杯【レベル7】ローラン_呪い	01	8	31400				1	80	0	-1	
82721000	自動生成聖杯【レベル7】ローラン_呪い	02	8	31400				1	20	0	-1	
