location_flag	item_lot_id	slot	category	category_name	item_param_id	english_name	quantity	normalized_runtime_id	classification	classification_reason
52600450	2600450	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
52600460	2600460	01	4	goods	1590	Kin Coldblood (11)	1	0x40000636	filler	consumable_or_material
52600470	2600470	01	4	goods	1590	Kin Coldblood (11)	1	0x40000636	filler	consumable_or_material
52600480	2600480	01	8	gem	126004		1		optional	generated_blood_gem
52600490	2600490	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
52600500	2600500	01	4	goods	1590	Kin Coldblood (11)	1	0x40000636	filler	consumable_or_material
52600510	2600510	01	8	gem	126001		1		optional	generated_blood_gem
52600520	2600520	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
52600530	2600530	01	8	gem	126000		1		optional	generated_blood_gem
52600540	2600540	01	4	goods	3030	Blood Rock	1	0x40000BD6	filler	consumable_or_material
52600550	2600550	01	4	goods	4009	Iron Door Key	1	0x40000FA9	key_or_badge	goods_type_1_requires_logic_review
52600560	2600560	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
52600580	2600580	01	4	goods	1000	Blood Vial	8	0x400003E8	filler	consumable_or_material
52600590	2600590	01	4	goods	7130	Inflicted Organ	1	0x40001BDA	filler	consumable_or_material
52600600	2600600	01	4	goods	2050	Choir Bell	1	0x40000802	useful	unique_goods_or_hunter_tool
52600610	2600610	01	4	goods	4009	Iron Door Key	1	0x40000FA9	key_or_badge	goods_type_1_requires_logic_review
52601000	2601000	01	4	goods	703	Iosefka's Blood Vial	1	0x400002BF	useful	unique_goods_or_hunter_tool
52601010	2601010	01	4	goods	7131	Yellow Backbone	2	0x40001BDB	filler	consumable_or_material
52700100	2700100	01	4	goods	3010	Twin Blood Stone Shards	3	0x40000BC2	filler	consumable_or_material
52700110	2700110	01	4	goods	1210	Poison Knife	8	0x400004BA	filler	consumable_or_material
52700120	2700120	01	0	weapon	15000000	Cannon	1		useful	weapon
52700130	2700130	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700140	2700140	01	4	goods	1200	Molotov Cocktail	11	0x400004B0	filler	consumable_or_material
52700150	2700150	01	1	armor	290000	White Church Hat	1		useful	armor
52700170	2700170	01	4	goods	1515	Thick Coldblood (6)	1	0x400005EB	filler	consumable_or_material
52700180	2700180	01	8	caryll_rune	102001	Clear Deep Sea (+100 Slow Poison RES)	1		optional	fixed_caryll_rune_vanilla_only
52700185	2700185	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700190	2700190	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700200	2700200	01	8	caryll_rune	101601	Dissipating Lake (+5% Bolt Reduction)	1		optional	fixed_caryll_rune_vanilla_only
52700205	2700205	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700210	2700210	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700220	2700220	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700230	2700230	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52700240	2700240	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700250	2700250	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700260	2700260	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700270	2700270	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700290	2700290	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700300	2700300	01	8	gem	127001		1		optional	generated_blood_gem
52700310	2700310	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52700320	2700320	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
52700330	2700330	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700340	2700340	01	4	goods	1100	Antidote	3	0x4000044C	filler	consumable_or_material
52700350	2700350	01	4	goods	1100	Antidote	4	0x4000044C	filler	consumable_or_material
52700360	2700360	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
52700370	2700370	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
52700380	2700380	01	8	caryll_rune	100401	Anti-Clockwise Metamorphosis (+10% Stamina)	1		optional	fixed_caryll_rune_vanilla_only
52700385	2700385	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700390	2700390	01	4	goods	1210	Poison Knife	3	0x400004BA	filler	consumable_or_material
52700400	2700400	01	4	goods	1110	Beast Blood Pellet	6	0x40000456	filler	consumable_or_material
52700410	2700410	01	1	armor	31000	Graveguard Robe	1		useful	armor
52700420	2700420	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
52700430	2700430	01	4	goods	1410	Shining Coins	5	0x40000582	filler	consumable_or_material
52700440	2700440	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700450	2700450	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700460	2700460	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
52700470	2700470	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700480	2700480	01	4	goods	2020	Beast Roar	1	0x400007E4	useful	unique_goods_or_hunter_tool
52700490	2700490	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
52700500	2700500	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52700510	2700510	01	4	goods	900	Quicksilver Bullets	6	0x40000384	filler	consumable_or_material
52700520	2700520	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700540	2700540	01	8	caryll_rune	102202	Deep Sea (+200 Frenzy RES)	1		optional	fixed_caryll_rune_vanilla_only
52700545	2700545	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700550	2700550	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700560	2700560	01	1	armor	30000	Graveguard Mask	1		useful	armor
52700570	2700570	01	8	caryll_rune	100301	Clockwise Metamorphosis (+5% HP)	1		optional	fixed_caryll_rune_vanilla_only
52700575	2700575	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700580	2700580	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700590	2700590	01	4	goods	1110	Beast Blood Pellet	3	0x40000456	filler	consumable_or_material
52700600	2700600	01	4	goods	1515	Thick Coldblood (6)	1	0x400005EB	filler	consumable_or_material
52700610	2700610	01	4	goods	1000	Blood Vial	2	0x400003E8	filler	consumable_or_material
52700640	2700640	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
52700650	2700650	01	8	gem	127003		1		optional	generated_blood_gem
52700660	2700660	01	8	gem	127004		1		optional	generated_blood_gem
52700670	2700670	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52700690	2700690	01	8	gem	127002		1		optional	generated_blood_gem
52700700	2700700	01	8	gem	127000		1		optional	generated_blood_gem
52700720	2700720	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700740	2700740	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52700750	2700750	01	4	goods	1410	Shining Coins	6	0x40000582	filler	consumable_or_material
52700760	2700760	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700770	2700770	01	4	goods	1515	Thick Coldblood (6)	1	0x400005EB	filler	consumable_or_material
52700780	2700780	01	4	goods	1100	Antidote	4	0x4000044C	filler	consumable_or_material
52700790	2700790	01	4	goods	900	Quicksilver Bullets	10	0x40000384	filler	consumable_or_material
52700800	2700800	01	0	weapon	5100000	Burial Blade	1		useful	weapon
52700810	2700810	01	4	goods	1230	Pebble	2	0x400004CE	filler	consumable_or_material
52700860	2700860	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52700870	2700870	01	4	goods	1515	Thick Coldblood (6)	1	0x400005EB	filler	consumable_or_material
52700880	2700880	01	4	goods	1000	Blood Vial	5	0x400003E8	filler	consumable_or_material
52700890	2700890	01	4	goods	1120	Blue Elixir	4	0x40000460	filler	consumable_or_material
52700900	2700900	01	4	goods	1260	Pungent Blood Cocktail	3	0x400004EC	filler	consumable_or_material
52700910	2700910	01	4	goods	1260	Pungent Blood Cocktail	4	0x400004EC	filler	consumable_or_material
52700920	2700920	01	4	goods	1110	Beast Blood Pellet	4	0x40000456	filler	consumable_or_material
52700930	2700930	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52700940	2700940	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52700945	2700950	01	4	goods	1100	Antidote	2	0x4000044C	filler	consumable_or_material
52700960	2700960	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
52800000	2800000	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52800010	2800010	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
52800020	2800020	01	8	gem	128000		1		optional	generated_blood_gem
52800030	2800030	01	4	goods	1320	Bolt Paper	3	0x40000528	filler	consumable_or_material
52800040	2800040	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52800050	2800050	01	8	caryll_rune	100802	Heir (+40% Visceral Blood Echoes)	1		optional	fixed_caryll_rune_vanilla_only
52800055	2800055	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800060	2800060	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52800070	2800070	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52800080	2800080	01	4	goods	1000	Blood Vial	8	0x400003E8	filler	consumable_or_material
52800090	2800090	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
52800100	2800100	01	1	armor	270000	Iron Yahar'gul Helm	1		useful	armor
52800110	2800110	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
52800120	2800120	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52800130	2800130	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
52800140	2800140	01	8	caryll_rune	101301	Arcane Lake (+5% Arcane Reduction)	1		optional	fixed_caryll_rune_vanilla_only
52800145	2800145	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800150	2800150	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800160	2800160	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800170	2800170	01	4	goods	900	Quicksilver Bullets	10	0x40000384	filler	consumable_or_material
52800170	2800320	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52800180	2800180	01	4	goods	900	Quicksilver Bullets	10	0x40000384	filler	consumable_or_material
52800210	2800210	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
52800290	2800290	01	4	goods	4010	Upper Cathedral Key	1	0x40000FAA	key_or_badge	goods_type_1_requires_logic_review
52800300	2800300	01	4	goods	1260	Pungent Blood Cocktail	1	0x400004EC	filler	consumable_or_material
52800310	2800310	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
52800330	2800330	01	0	weapon	13000000	Tonitrus	1		useful	weapon
52800340	2800340	01	4	goods	1320	Bolt Paper	5	0x40000528	filler	consumable_or_material
52800350	2800350	01	8	caryll_rune	100001	Moon (+10% Blood Echoes)	1		optional	fixed_caryll_rune_vanilla_only
52800355	2800355	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800360	2800360	01	4	goods	1260	Pungent Blood Cocktail	3	0x400004EC	filler	consumable_or_material
52800380	2800380	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52800400	2800400	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
52800410	2800410	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
52800420	2800420	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52800430	2800430	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52800440	2800440	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
52800450	2800450	01	4	goods	3020	Blood Stone Chunk	2	0x40000BCC	filler	consumable_or_material
52800500	2800500	01	4	goods	2070	Tiny Tonitrus	1	0x40000816	useful	unique_goods_or_hunter_tool
52800510	2800510	01	4	goods	2050	Choir Bell	1	0x40000802	useful	unique_goods_or_hunter_tool
52800520	2800520	01	1	armor	40000	Bone Ash Mask	1		useful	armor
52800530	2800530	01	8	gem	228001		1		optional	generated_blood_gem
52800610	2800610	01	1	armor	20000	Black Hooded Iron Helm	1		useful	armor
52800610	2800611	01	1	armor	21000	Yahar'gul Black Garb	1		useful	armor
52800620	2800620	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800630	2800630	01	4	goods	1516	Frenzied Coldblood (7)	1	0x400005EC	filler	consumable_or_material
52800640	2800640	01	4	goods	1515	Thick Coldblood (6)	1	0x400005EB	filler	consumable_or_material
52800650	2800650	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
52800660	2800660	01	4	goods	900	Quicksilver Bullets	10	0x40000384	filler	consumable_or_material
52800670	2800670	01	4	goods	2030	Lead Elixir	3	0x400007EE	filler	consumable_or_material
52800680	2800680	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
52800690	2800690	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800700	2800700	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
52800710	2800710	01	8	gem	132000		1		optional	generated_blood_gem
53200000	3200000	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53200010	3200010	01	8	caryll_rune	101302	Arcane Lake (+7% Arcane Reduction)	1		optional	fixed_caryll_rune_vanilla_only
53200015	3200015	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53200020	3200020	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53200030	3200030	01	4	goods	1501	Great One's Wisdom	1	0x400005DD	filler	consumable_or_material
53200040	3200040	01	4	goods	1101	Sedative	5	0x4000044D	filler	consumable_or_material
53200100	3200100	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53200110	3200110	01	4	goods	1101	Sedative	6	0x4000044D	filler	consumable_or_material
53200500	3200500	01	4	goods	1310	Empty Phantasm Shell	1	0x4000051E	useful	unique_goods_or_hunter_tool
53200540	3200540	01	1	armor	191000	Student Uniform	1		useful	armor
53200600	3200600	01	4	goods	2000	Augur of Ebrietas	1	0x400007D0	useful	unique_goods_or_hunter_tool
53200620	3200620	01	4	goods	7110	Red Jelly	2	0x40001BC6	filler	consumable_or_material
53200640	3200640	01	8	caryll_rune	102902	Communion (+2 Blood Vials)	1		optional	fixed_caryll_rune_vanilla_only
53200645	3200645	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53200700	3200700	01	4	goods	7100	Pearl Slug	1	0x40001BBC	filler	consumable_or_material
53200720	3200720	01	4	goods	4012	Lecture Theatre Key	1	0x40000FAC	key_or_badge	goods_type_1_requires_logic_review
53200730	3200730	01	1	armor	301000	Student Uniform	1		useful	armor
53200740	3200740	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53200750	3200750	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53300100	3300000	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300110	3300010	01	8	caryll_rune	101401	Fading Lake (+5% Fire Reduction)	1		optional	fixed_caryll_rune_vanilla_only
53300115	3300015	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300120	3300020	01	4	goods	1320	Bolt Paper	2	0x40000528	filler	consumable_or_material
53300130	3300030	01	4	goods	2030	Lead Elixir	2	0x400007EE	filler	consumable_or_material
53300140	3300040	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53300150	3300050	01	8	caryll_rune	102302	Great Deep Sea (+100 All RES)	1		optional	fixed_caryll_rune_vanilla_only
53300155	3300055	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300160	3300060	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53300170	3300070	01	4	goods	900	Quicksilver Bullets	5	0x40000384	filler	consumable_or_material
53300180	3300080	01	4	goods	1513	Thick Coldblood (4)	1	0x400005E9	filler	consumable_or_material
53300190	3300090	01	4	goods	1100	Antidote	2	0x4000044C	filler	consumable_or_material
53300200	3300100	01	4	goods	6008		1		filler	consumable_or_material
53300210	3300110	01	4	goods	1513	Thick Coldblood (4)	1	0x400005E9	filler	consumable_or_material
53300220	3300120	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300230	3300130	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300240	3300140	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53300250	3300150	01	4	goods	1000	Blood Vial	2	0x400003E8	filler	consumable_or_material
53300260	3300160	01	4	goods	2030	Lead Elixir	2	0x400007EE	filler	consumable_or_material
53300270	3300170	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300280	3300180	01	4	goods	7012	Coldblood Flowerbud	1	0x40001B64	filler	consumable_or_material
53300290	3300190	01	4	goods	1100	Antidote	2	0x4000044C	filler	consumable_or_material
53300300	3300200	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
53300310	3300210	01	4	goods	1100	Antidote	4	0x4000044C	filler	consumable_or_material
53300320	3300220	01	8	caryll_rune	102002	Clear Deep Sea (+200 Slow Poison RES)	1		optional	fixed_caryll_rune_vanilla_only
53300325	3300225	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300330	3300230	01	4	goods	2110	Messenger's Gift	1	0x4000083E	useful	unique_goods_or_hunter_tool
53300340	3300240	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
53300350	3300250	01	4	goods	2030	Lead Elixir	3	0x400007EE	filler	consumable_or_material
53300360	3300260	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300370	3300270	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53300380	3300280	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300390	3300290	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53300400	3300300	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53300410	3300310	01	4	goods	1400	Bold Hunter's Mark	3	0x40000578	filler	consumable_or_material
53300420	3300320	01	8	caryll_rune	100302	Clockwise Metamorphosis (+10% HP)	1		optional	fixed_caryll_rune_vanilla_only
53300425	3300325	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300430	3300330	01	4	goods	7012	Coldblood Flowerbud	2	0x40001B64	filler	consumable_or_material
53300440	3300340	01	4	goods	2030	Lead Elixir	2	0x400007EE	filler	consumable_or_material
53300450	3300350	01	4	goods	1100	Antidote	3	0x4000044C	filler	consumable_or_material
53300460	3300360	01	4	goods	7012	Coldblood Flowerbud	1	0x40001B64	filler	consumable_or_material
53300470	3300370	01	4	goods	1000	Blood Vial	2	0x400003E8	filler	consumable_or_material
53300480	3300380	01	8	caryll_rune	102102	Stunning Deep Sea (+200 Rapid Poison RES)	1		optional	fixed_caryll_rune_vanilla_only
53300485	3300385	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53300490	3300390	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53400000	3400000	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
53400010	3400010	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53400020	3400020	01	1	armor	353000	Old Hunter Trousers	1		useful	armor
53400030	3400030	01	4	goods	1200	Molotov Cocktail	4	0x400004B0	filler	consumable_or_material
53400040	3400040	01	1	armor	351000	Old Hunter Garb	1		useful	armor
53400050	3400050	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53400060	3400060	01	0	weapon	24000000	Beast Cutter	1		useful	weapon
53400070	3400070	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53400080	3400080	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
53400090	3400090	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53400100	3400100	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
53400110	3400110	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53400120	3400120	01	4	goods	1201	Delayed Molotov	5	0x400004B1	filler	consumable_or_material
53400130	3400130	01	0	weapon	28000000	Boom Hammer	1		useful	weapon
53400140	3400140	01	4	goods	1110	Beast Blood Pellet	3	0x40000456	filler	consumable_or_material
53400150	3400150	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53400160	3400160	01	1	armor	360000	Old Hunter Top Hat	1		useful	armor
53400170	3400170	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53400180	3400180	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
53400190	3400190	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53400200	3400200	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
53400210	3400210	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
53400220	3400220	01	0	weapon	25000000	Amygdalan Arm	1		useful	weapon
53400230	3400230	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
53400240	3400240	01	4	goods	900	Quicksilver Bullets	6	0x40000384	filler	consumable_or_material
53400250	3400250	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53400260	3400260	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53400270	3400270	01	1	armor	381000	Constable's Garb	1		useful	armor
53400280	3400280	01	0	weapon	31000000	Whirligig Saw	1		useful	weapon
53400330	3400330	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53400350	3400350	01	1	armor	382000	Constable's Gloves	1		useful	armor
53400360	3400360	01	1	armor	383000	Constable's Trousers	1		useful	armor
53400370	3400370	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53400380	3400380	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53400390	3400390	01	4	goods	3010	Twin Blood Stone Shards	3	0x40000BC2	filler	consumable_or_material
53400400	3400400	01	4	goods	3010	Twin Blood Stone Shards	1	0x40000BC2	filler	consumable_or_material
53400410	3400410	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53400420	3400420	01	4	goods	1000	Blood Vial	3	0x400003E8	filler	consumable_or_material
53400430	3400430	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53400440	3400440	01	0	weapon	23000000	Beasthunter Saif	1		useful	weapon
53400450	3400450	01	4	goods	1500	Madman's Knowledge	1	0x400005DC	filler	consumable_or_material
53400460	3400460	01	4	goods	1000	Blood Vial	6	0x400003E8	filler	consumable_or_material
53400470	3400470	01	4	goods	1230	Pebble	1	0x400004CE	filler	consumable_or_material
53400480	3400480	01	4	goods	3010	Twin Blood Stone Shards	2	0x40000BC2	filler	consumable_or_material
53400490	3400490	01	4	goods	1000	Blood Vial	2	0x400003E8	filler	consumable_or_material
53400500	3400500	01	4	goods	1220	Oil Urn	3	0x400004C4	filler	consumable_or_material
53400510	3400510	01	1	armor	330000	Butcher Mask	1		useful	armor
53400520	3400520	01	4	goods	900	Quicksilver Bullets	4	0x40000384	filler	consumable_or_material
53400530	3400530	01	4	goods	1517	Frenzied Coldblood (8)	1	0x400005ED	filler	consumable_or_material
53400540	3400540	01	4	goods	1200	Molotov Cocktail	3	0x400004B0	filler	consumable_or_material
53400580	3400580	01	1	armor	350000	Old Hunter Cap	1		useful	armor
53400590	3400590	01	4	goods	3010	Twin Blood Stone Shards	3	0x40000BC2	filler	consumable_or_material
53400600	3400610	01	1	armor	352000	Old Hunter Gloves	1		useful	armor
53400600	3400600	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53401000	3401000	01	4	goods	1201	Delayed Molotov	5	0x400004B1	filler	consumable_or_material
53401010	3401010	01	4	goods	1220	Oil Urn	3	0x400004C4	filler	consumable_or_material
53401020	3401020	01	4	goods	1330	Bone Marrow Ash	3	0x40000532	filler	consumable_or_material
53401030	3401030	01	4	goods	1300	Fire Paper	3	0x40000514	filler	consumable_or_material
53401040	3401040	01	4	goods	1000	Blood Vial	2	0x400003E8	filler	consumable_or_material
53401050	3401050	01	4	goods	1000	Blood Vial	1	0x400003E8	filler	consumable_or_material
53401060	3401060	01	4	goods	1220	Oil Urn	4	0x400004C4	filler	consumable_or_material
53401070	3401070	01	4	goods	900	Quicksilver Bullets	8	0x40000384	filler	consumable_or_material
53401080	3401080	01	4	goods	900	Quicksilver Bullets	10	0x40000384	filler	consumable_or_material
53401090	3401090	01	4	goods	1000	Blood Vial	10	0x400003E8	filler	consumable_or_material
53401100	3401100	01	4	goods	1000	Blood Vial	4	0x400003E8	filler	consumable_or_material
53401110	3401110	01	4	goods	1230	Pebble	1	0x400004CE	filler	consumable_or_material
53401120	3401120	01	4	goods	1300	Fire Paper	1	0x40000514	filler	consumable_or_material
53401130	3401130	01	4	goods	900	Quicksilver Bullets	10	0x40000384	filler	consumable_or_material
53500000	3500000	01	4	goods	1519	Kin Coldblood (10)	1	0x400005EF	filler	consumable_or_material
53500110	3500110	01	4	goods	1000	Blood Vial	2	0x400003E8	filler	consumable_or_material
53500120	3500120	01	4	goods	1120	Blue Elixir	2	0x40000460	filler	consumable_or_material
53500130	3500130	01	4	goods	1518	Frenzied Coldblood (9)	1	0x400005EE	filler	consumable_or_material
53500140	3500140	01	4	goods	3020	Blood Stone Chunk	1	0x40000BCC	filler	consumable_or_material
53500150	3500150	01	4	goods	1120	Blue Elixir	1	0x40000460	filler	consumable_or_material
53500160	3500160	01	8	gem	135000		1		optional	generated_blood_gem
53500180	3500180	01	4	goods	1120	Blue Elixir	1	0x40000460	filler	consumable_or_material
53500190	3500190	01	8	gem	135004		1		optional	generated_blood_gem
