location_flag	canonical_map	map_variants	item_lot_ids	display_items	classification	mvp_candidate	placement_count	event_names	coordinates
52410610	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410610	Hunter Hat x1	useful	True	3	Item_宝死体_610	-180.4,-60.21,-61.64
52410620	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410620	Thick Coldblood (5) x1	filler	False	3	Item_宝死体_620	-193.07,-54.93,-56.97
52410630	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410630	Coldblood Dew (1) x1	filler	False	3	Item_宝死体_630	-182.82,-29.3,-4.72
52410640	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410640	unknown x1	optional	False	3	Item_宝箱_2_ボディジェム	-244.24,-40.65,189.84264
52410645	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410645	Madman's Knowledge x1	filler	False	3	Item_宝箱_2_ボディジェム（差し替え用）	-244.24,-40.65,189.84264
52410650	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410650	Blood Stone Shard x1	filler	False	3	Item_宝死体_650	-210.47,-33.24,44.36
52410800	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410800	Quicksilver Bullets x10	filler	False	3	Item_宝死体_800	-193.64,-47.64,103.08
52410920	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2410920	Red Jeweled Brooch x1	filler	False	3	Item_宝死体_920　ガスコイン嫁	-34.1,-35.6,107.2
52411000	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2411000	Blood Gem Workshop Tool x1	key_or_badge	True	3	Item_宝箱_1000_魔石着脱解禁	34.048,-17.39,103.472
52411005	m24_01_00_00	m24_01_00_00;m24_01_00_01;m24_01_00_11	2411005	Kin Coldblood (12) x1	filler	False	3	Item_宝箱_1000_魔石着脱解禁（差し替え用）	34.048,-17.39,103.472
52420110	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420110	Thick Coldblood (5) x1	filler	False	2	Item 宝死体01	19.62,41.074265,200.07
52420120	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420120	unknown x1	optional	False	2	Item 宝死体02	-45.1232,47.766235,294.4444
52420125	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420125	Madman's Knowledge x1	filler	False	2	Item 宝死体02（差し替え用）	-45.1232,47.766235,294.4444
52420130	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420130	Frenzied Coldblood (9) x1	filler	False	2	Item 宝死体03	-91.3179,47.056534,273.68527
52420140	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420140	Quicksilver Bullets x3	filler	False	2	Item 宝死体04	-93.67065,54.799408,275.08783
52420150	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420150	Choir Garb x1	useful	True	2	Item 宝死体05	-114.095,58.870003,285.973
52420160	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420160	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体06	-125.44022,58.870003,303.82736
52420170	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420170	Madman's Knowledge x1	filler	False	2	Item 宝死体07	-73.91924,58.869762,272.50198
52420180	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420180	Blue Elixir x1	filler	False	2	Item 宝死体08	-78.456,59.016,315.562
52420190	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420190	Blindfold Cap x1	useful	True	2	Item 宝死体09	-84.37619,59.016,322.318
52420200	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420200	Madman's Knowledge x1	filler	False	2	Item 宝死体10	-91.327,58.870003,323.435
52420210	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420210	Madman's Knowledge x1	filler	False	2	Item 宝死体11	-93.69532,58.870003,325.92505
52420220	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420220	Pearl Slug x2	filler	False	2	Item 宝死体12	-108.84,59.016,336.256
52420230	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420230	Gascoigne's Cap x1	useful	True	2	Item 宝死体13	-53.472935,60.592937,274.9488
52420240	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420240	Ritual Blood (5) x3	filler	False	2	Item 宝死体14	-67.096,49.123,291.301
52420250	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420250	Ludwig's Rifle x1	useful	True	2	Item 宝死体15	81.831406,4.123318,372.87155
52420260	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420260	Tomb Mold (4) x1	filler	False	2	Item 宝死体16	-57.91,58.87,304.42
52420270	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420270	Cosmic Eye Watcher Badge x1	key_or_badge	True	2	Item 宝死体17	-101.29,49.13,287.65
52420285	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420275	Bold Hunter's Mark x1	filler	False	2	Item 宝死体17（差し替え用）	-101.29,49.13,287.65
52420300	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420300	Frenzied Coldblood (9) x1	filler	False	2	Item_宝死体18	-54.97,49,285.43
52420310	m24_02_00_00	m24_02_00_00;m24_02_00_01	2420310	Blue Elixir x1	filler	False	2	Item 宝死体19	19.93,40.79,190.6
52420320	m24_00_00_00	m24_00_00_00;m24_00_00_01;m24_02_00_00;m24_02_00_01	2420320	A Call Beyond x1	useful	True	4	Item ダミー宝死体（アイテム抽選パラCと共通）;Item 宝死体18	68.829,50.352,331.05;71.06,53.29,329.72
52420540	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400540	Rumpled Yharnam Hat x1	useful	True	2	Item 宝死体38 C_路地裏 脇道	48.45,-47.46,180
52420550	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400550	Wooden Shield x1	useful	True	2	Item 宝死体40	10.11,0.8,168.55
52420560	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400560	Blood Stone Shard x5	filler	False	2	Item 宝死体41	-107.01,-20.09,85.5
52420570	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400570	Thick Coldblood (5) x1	filler	False	2	Item 宝死体42	-22.26,0.41,202.45
52420580	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400580	Thick Coldblood (5) x1	filler	False	2	Item 宝死体43	-15.46,0.45,199.75
52420590	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400590	Madman's Knowledge x1	filler	False	2	Item 宝死体44	-30.14,-0.42,155.09
52420600	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400600	Twin Blood Stone Shards x2	filler	False	2	Item 宝死体45	-62.85,-0.18,175.27
52420610	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400610	Antidote x1	filler	False	2	Item 宝死体46	-104.366,-2.59,202.186
52420620	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400620	Madman's Knowledge x1	filler	False	2	Item 宝死体47	-53.94,0.22,147.98
52420630	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400630	Poison Knife x18	filler	False	2	Item 宝死体48	-100.63,-9.35,176.61
52420640	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400640	unknown x1	optional	False	2	Item 宝箱03	49.04,12.23,107.35
52420645	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400645	Madman's Knowledge x1	filler	False	2	Item 宝箱03（差し替え用）	49.04,12.23,107.35
52420650	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400650	unknown x1	optional	False	2	Item_宝箱04	56.54,14.98,161.8
52420660	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400660	Madman's Knowledge x1	filler	False	2	Item 宝死体49	66.57,-45.57,215.58
52420670	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400670	Messenger Top Hat x1	key_or_badge	True	2	Item 宝死体50	50.26,-7.56,150.85
52420690	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400690	unknown x1	optional	False	2	Item_宝箱04	25.25,2.23,98.27
52420695	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400695	Madman's Knowledge x1	filler	False	2	Item_宝箱04（差し替え用）	25.25,2.23,98.27
52420700	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400700	Frenzied Coldblood (7) x1	filler	False	2	Item 宝死体51 A⇔生贄接続屋根上 	83.62,7.84,230.19
52420710	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400710	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体52 A⇔生贄接続屋根上 	121.96,-0.37,211.17
52420720	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400720	Madman's Knowledge x1	filler	False	2	Item 宝死体53	8.51,-10.6,118.16
52420730	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400730	Messenger Urn Festival x1	key_or_badge	True	2	Item 宝死体54	15.65,2.4,98.34
52420740	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400740	unknown x1	optional	False	2	Item 宝死体55	112,-36.67,69.06
52420750	m24_00_00_00	m24_00_00_00;m24_00_00_01	2400750	Bold Hunter's Mark x3	filler	False	2	Item 宝死体56	-29.53,17.57,299.17
52500100	m25_00_00_00	m25_00_00_00	2500100	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体_00	-21.93,30.27,-242.79
52500110	m25_00_00_00	m25_00_00_00	2500110	Numbing Mist x2	filler	False	1	Item_宝死体_01	15.83,31.32,-219.63
52500120	m25_00_00_00	m25_00_00_00	2500120	Numbing Mist x4	filler	False	1	Item_宝死体_02	65.95,36.55,-291.94
52500130	m25_00_00_00	m25_00_00_00	2500130	Numbing Mist x4	filler	False	1	Item_宝死体_03	69.87,35.99,-230.89
52500140	m25_00_00_00	m25_00_00_00	2500140	Frenzied Coldblood (8) x1	filler	False	1	Item_宝死体_04	73.69,36.53,-238.15
52500150	m25_00_00_00	m25_00_00_00	2500150	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体_05	80.53,36.06,-229.8
52500160	m25_00_00_00	m25_00_00_00	2500160	Noble Dress x1	useful	True	1	Item_宝死体_06	119.54,50,-241.46
52500170	m25_00_00_00	m25_00_00_00	2500170	Vileblood Register x1	useful	True	1	Item_宝死体_07	-34.13,65,-239
52500180	m25_00_00_00	m25_00_00_00	2500180	Quicksilver Bullets x6	filler	False	1	Item_宝死体_08	-76.97,70.8,-233.25
52500190	m25_00_00_00	m25_00_00_00	2500190	Kin Coldblood (10) x1	filler	False	1	Item_宝死体_09	-95.5,67.39,-295.06
52500200	m25_00_00_00	m25_00_00_00	2500200	Quicksilver Bullets x6	filler	False	1	Item_宝死体_10	121.07,49.998,-253.65
52500210	m25_00_00_00	m25_00_00_00	2500210	Madman's Knowledge x1	filler	False	1	Item_宝死体_11	108.46,40.78,-261.03
52500220	m25_00_00_00	m25_00_00_00	2500220	Madman's Knowledge x1	filler	False	1	Item_宝死体_12	91.97,40.617,-282.77
52500230	m25_00_00_00	m25_00_00_00	2500230	Blood Stone Chunk x1	filler	False	1	Item_宝死体_13	89.241,50.1,-290.339
52500240	m25_00_00_00	m25_00_00_00	2500240	Quicksilver Bullets x4	filler	False	1	Item_宝死体_14	111.519,50.004,-236.113
52500250	m25_00_00_00	m25_00_00_00	2500250	Executioner's Gloves x1	useful	True	1	Item_宝死体_15	-72.62,65,-268.04
52500260	m25_00_00_00	m25_00_00_00	2500260	Kin Coldblood (10) x1	filler	False	1	Item_宝死体_16	-2.71,79.67,-312.44
52500270	m25_00_00_00	m25_00_00_00	2500270	Bold Hunter's Mark x2	filler	False	1	Item_宝死体_17	22.56,97.74,-297.12
52501000	m25_00_00_00	m25_00_00_00	2501000	Reiterpallasch x1	useful	True	1	Item_宝箱_00	110.55,40.6,-293.3
52501010	m25_00_00_00	m25_00_00_00	2501010	Blood Stone Chunk x1	filler	False	1	Item_宝箱_01	50.55,70.08,-224.29
52501020	m25_00_00_00	m25_00_00_00	2501020	Executioner Garb x1	useful	True	1	Item_宝箱_02	-74.48,63.97,-220.46
52501030	m25_00_00_00	m25_00_00_00	2501030	Blood Stone Chunk x1	filler	False	1	Item_宝箱_03	-74.76,76.58,-279.49
52501040	m25_00_00_00	m25_00_00_00	2501040	unknown x1	optional	False	1	Item_宝箱_04	-32.69,82.8,-293.5
52501050	m25_00_00_00	m25_00_00_00	2501050	Knight's Wig x1	useful	True	1	Item_宝箱_05	-36.52,96.51,-280.86
52501060	m25_00_00_00	m25_00_00_00	2501060	unknown x1	optional	False	1	Item_宝箱_06	-19.72,18.24,-268.13
52501070	m25_00_00_00	m25_00_00_00	2501070	Knight's Garb x1	useful	True	1	Item_宝箱_07	-58.75,65,-231.6
52501080	m25_00_00_00	m25_00_00_00	2501080	Evelyn x1	useful	True	1	Item_宝箱_08	-50.71,65,-259.87
52600100	m26_00_00_00	m26_00_00_00	2600100	Shaman Bone Blade x6	filler	False	1	Item_宝死体A_00	130.62,1017.21,120.72
52600110	m26_00_00_00	m26_00_00_00	2600110	Madman's Knowledge x1	filler	False	1	Item_宝死体A_01	135.44,1030.91,16.36
52600120	m26_00_00_00	m26_00_00_00	2600120	Great One's Wisdom x1	filler	False	1	Item_宝死体A_02	124.6,1033.57,39.96
52600130	m26_00_00_00	m26_00_00_00	2600130	Great One's Wisdom x1	filler	False	1	Item_宝死体A_03	126.39,1033.64,46.61
52600140	m26_00_00_00	m26_00_00_00	2600140	Great One's Wisdom x1	filler	False	1	Item_宝死体A_04	123,1033.49,52.08
52600150	m26_00_00_00	m26_00_00_00	2600150	unknown x1	optional	False	1	Item_宝死体A_05	124.51,1033.44,59.78
52600160	m26_00_00_00	m26_00_00_00	2600160	Great One's Wisdom x1	filler	False	1	Item_宝死体A_06	122.68,1033.47,62.68
52600170	m26_00_00_00	m26_00_00_00	2600170	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体A_07	78.03,1055.86,-48.57
52600180	m26_00_00_00	m26_00_00_00	2600180	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体B_00	-80.02,967.33,21.65
52600190	m26_00_00_00	m26_00_00_00	2600190	Blood Vial x8	filler	False	1	Item_宝死体B_01	-34.98,976.76,30
52600200	m26_00_00_00	m26_00_00_00	2600200	unknown x1	optional	False	1	Item_宝死体B_02	78.14,1026.57,-39.82
52600210	m26_00_00_00	m26_00_00_00	2600210	Blood Stone Chunk x1	filler	False	1	Item_宝死体B_03	63.09,1024.93,-21.27
52600220	m26_00_00_00	m26_00_00_00	2600220	unknown x1	optional	False	1	Item_宝死体B_04	134.99,1031.02,29.09
52600230	m26_00_00_00	m26_00_00_00	2600230	Quicksilver Bullets x6	filler	False	1	Item_宝死体B_05	177.66,1034.64,-24.18
52600240	m26_00_00_00	m26_00_00_00	2600240	Madman's Knowledge x1	filler	False	1	Item_宝死体C_00	122.01,1019.45,104.08
52600250	m26_00_00_00	m26_00_00_00	2600250	Lead Elixir x2	filler	False	1	Item_宝死体C_01	108.51,1003.72,-35.69
52600260	m26_00_00_00	m26_00_00_00	2600260	Frenzied Coldblood (8) x1	filler	False	1	Item_宝死体C_02	131.46,1039.05,-43
52600270	m26_00_00_00	m26_00_00_00	2600270	Quicksilver Bullets x6	filler	False	1	Item_宝死体C_03	100.04,1049.23,-38.34
52600280	m26_00_00_00	m26_00_00_00	2600280	Blood Stone Chunk x1	filler	False	1	Item_宝死体C_04	114.91,1060.43,-20.32
52600290	m26_00_00_00	m26_00_00_00	2600290	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体D_00	-14.16,991.8,100.96
52600300	m26_00_00_00	m26_00_00_00	2600300	unknown x1	optional	False	1	Item_宝死体D_01	44.04,983.84,2.37
52600305	m26_00_00_00	m26_00_00_00	2600305	Madman's Knowledge x1	filler	False	1	Item_宝死体D_01（差し替え用）	44.04,983.84,2.37
52600310	m26_00_00_00	m26_00_00_00	2600310	Blood Stone Chunk x1	filler	False	1	Item_宝死体D_02	67.03,1009.15,147.54
52600320	m26_00_00_00	m26_00_00_00	2600320	Kin Coldblood (10) x1	filler	False	1	Item_宝死体D_03	100.98,1019.45,96.14
52600330	m26_00_00_00	m26_00_00_00	2600330	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体D_04	112.17,1014.69,6.09
52600340	m26_00_00_00	m26_00_00_00	2600340	Blue Elixir x2	filler	False	1	Item_宝死体D_05	148.56,1013.22,-35.25
52600350	m26_00_00_00	m26_00_00_00	2600350	Twin Blood Stone Shards x3	filler	False	1	Item_宝死体D_06	94.49,1003.91,-46.93
52600360	m26_00_00_00	m26_00_00_00	2600360	Kin Coldblood (10) x1	filler	False	1	Item_宝死体D_07	66.92,1025.16,-17.18
52600370	m26_00_00_00	m26_00_00_00	2600370	Blood Vial x4	filler	False	1	Item_宝死体D_08	159.44,1043.2,-69.85
52600380	m26_00_00_00	m26_00_00_00	2600380	Sedative x3	filler	False	1	Item_宝死体D_09	121.35,1029.82,-62.81
52600390	m26_00_00_00	m26_00_00_00	2600390	unknown x1	optional	False	1	Item_宝死体D_10	115.26,1016.83,-77.14
52600395	m26_00_00_00	m26_00_00_00	2600395	Madman's Knowledge x1	filler	False	1	Item_宝死体D_10（差し替え用）	115.26,1016.83,-77.14
52600400	m26_00_00_00	m26_00_00_00	2600400	Blood Vial x3	filler	False	1	Item_宝死体D_11	106.16,1048.21,-37.76
52600410	m26_00_00_00	m26_00_00_00	2600410	Kin Coldblood (10) x1	filler	False	1	Item_宝死体D_12	96.57,1043.18,-6.46
52600420	m26_00_00_00	m26_00_00_00	2600420	Blood Stone Chunk x2	filler	False	1	Item_宝死体D_13	135.409,1067.529,7.618
52600430	m26_00_00_00	m26_00_00_00	2600430	Frenzied Coldblood (8) x1	filler	False	1	Item_宝死体D_14	93.15,1075.86,-0.09
52600440	m26_00_00_00	m26_00_00_00	2600440	Madman's Knowledge x1	filler	False	1	Item_宝死体_44	131.13,1003.75,-30.74
52600450	m26_00_00_00	m26_00_00_00	2600450	Blood Stone Chunk x2	filler	False	1	Item_宝死体_45	188.67,1085.21,-17.34
52600460	m26_00_00_00	m26_00_00_00	2600460	Kin Coldblood (11) x1	filler	False	1	Item_宝死体_46	152.82,1094.29,-83.08
52600470	m26_00_00_00	m26_00_00_00	2600470	Kin Coldblood (11) x1	filler	False	1	Item_宝死体_47	150.25,1094.56,-81.29
52600480	m26_00_00_00	m26_00_00_00	2600480	unknown x1	optional	False	1	Item_宝死体_48	166.73,1093.35,-77.13
52600490	m26_00_00_00	m26_00_00_00	2600490	Blood Stone Chunk x2	filler	False	1	Item_宝死体_49	140.45,1085.11,-103.12
52600500	m26_00_00_00	m26_00_00_00	2600500	Kin Coldblood (11) x1	filler	False	1	Item_宝死体_50	114.81,1059.02,42.74
52600510	m26_00_00_00	m26_00_00_00	2600510	unknown x1	optional	False	1	Item_宝死体_51	109.6,1059.06,83.55
52600520	m26_00_00_00	m26_00_00_00	2600520	Blood Stone Chunk x2	filler	False	1	Item_宝死体_52	96.06,1039.95,136.01
52600530	m26_00_00_00	m26_00_00_00	2600530	unknown x1	optional	False	1	Item_宝死体_53	121.95,1039.95,125.52
52600540	m26_00_00_00	m26_00_00_00	2600540	Blood Rock x1	filler	False	1	Item_宝死体_54	101.74,1021.34,57.66
52600550	m26_00_00_00	m26_00_00_00	2600550	Iron Door Key x1	key_or_badge	True	1	Item_宝死体_55_悪夢の主宝死体	136.26,1063.28,8.72
52600560	m26_00_00_00	m26_00_00_00	2600560	Blood Stone Chunk x1	filler	False	1	Item_宝死体46	8.92,1001.99,134.39
52600580	m26_00_00_00	m26_00_00_00	2600580	Blood Vial x8	filler	False	1	Item_宝死体48	131.52,1046.46,-63.85
52600590	m26_00_00_00	m26_00_00_00	2600590	Inflicted Organ x1	filler	False	1	Item_宝箱_02	115.07,1058.7,-1
52600600	m26_00_00_00	m26_00_00_00	2600600	Choir Bell x1	useful	True	1	Item_宝箱_03	112.8,1039.93,138.41
52600610	m26_00_00_00	m26_00_00_00	2600610	Iron Door Key x1	key_or_badge	True	1	Item_宝死体_44	100.51,1043.19,-38.11
52601000	m26_00_00_00	m26_00_00_00	2601000	Iosefka's Blood Vial x1	useful	True	1	Item_宝箱_00	75.05,1098.4,-25.18
52601010	m26_00_00_00	m26_00_00_00	2601010	Yellow Backbone x2	filler	False	1	Item_宝箱_01	137.2,1019.69,4.56
52700100	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700100	Twin Blood Stone Shards x3	filler	False	2	Item 宝死体00	-194.146,-155.74,457.085
52700110	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700110	Poison Knife x8	filler	False	2	Item 宝死体01	-272.812,-93.64,308.454
52700120	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700120	Cannon x1	useful	True	2	Item 宝死体02	-286.219,-98.565,314.909
52700130	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700130	Madman's Knowledge x1	filler	False	2	Item 宝死体03	-194.189,-153.465,430.753
52700140	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700140	Molotov Cocktail x11	filler	False	2	Item 宝死体04	-364.874,-95.596,216.785
52700150	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700150	White Church Hat x1	useful	True	2	Item 宝死体05	-375.983,-78.457,137.751
52700170	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700170	Thick Coldblood (6) x1	filler	False	2	Item 宝死体07	-293.218,-91.449,161.956
52700180	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700180	unknown x1	optional	False	2	Item_宝死体67	-169.35,-137.06,474.56
52700185	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700185	Madman's Knowledge x1	filler	False	2	Item_宝死体67（差し替え用）	-169.35,-137.06,474.56
52700190	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700190	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体09	-203.356,-75.194,212.85
52700200	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700200	unknown x1	optional	False	2	Item 宝死体10	-298.988,-172.286,418.005
52700205	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700205	Madman's Knowledge x1	filler	False	2	Item 宝死体10（差し替え用）	-298.988,-172.286,418.005
52700210	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700210	Madman's Knowledge x1	filler	False	2	Item 宝死体11	-115.061,-52.036,201.272
52700220	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700220	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体12	-343.257,-99.75,227.213
52700230	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700230	Frenzied Coldblood (8) x1	filler	False	2	Item 宝死体13	-189.249,-158.176,490.044
52700240	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700240	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体14	-152.658,-133.419,447.26
52700250	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700250	Madman's Knowledge x1	filler	False	2	Item 宝死体15	-167.182,-136.802,410.319
52700260	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700260	Madman's Knowledge x1	filler	False	2	Item 宝死体16	-190.253,-153.264,408.082
52700270	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700270	Madman's Knowledge x1	filler	False	2	Item 宝死体17	-191.525,-157.621,353.909
52700290	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700290	Madman's Knowledge x1	filler	False	2	Item 宝死体19	-300.774,-111.481,301.359
52700300	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700300	unknown x1	optional	False	2	Item 宝死体20	-301.02,-173.5,457.47
52700310	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700310	Frenzied Coldblood (7) x1	filler	False	2	Item 宝死体21	-241.577,-148.308,465.16
52700320	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700320	Blood Vial x6	filler	False	2	Item 宝死体22	-400.647,-85.25,167.537
52700330	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700330	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体23	-258.974,-86.103,186.055
52700340	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700340	Antidote x3	filler	False	2	Item 宝死体24	-215.071,-75.97,258.465
52700350	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700350	Antidote x4	filler	False	2	Item 宝死体25	-208.208,-75.61,262.081
52700360	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700360	Twin Blood Stone Shards x2	filler	False	2	Item 宝死体26	-136.494,-121.779,352.476
52700370	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700370	Blood Stone Chunk x1	filler	False	2	Item 宝死体27	-162.4,-147,450.7
52700380	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700380	unknown x1	optional	False	2	Item 宝死体28	-177.93,-155.23,384.21
52700385	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700385	Madman's Knowledge x1	filler	False	2	Item 宝死体28（差し替え用）	-177.93,-155.23,384.21
52700390	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700390	Poison Knife x3	filler	False	2	Item 宝死体29	-290.959,-89.836,282.897
52700400	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700400	Beast Blood Pellet x6	filler	False	2	Item 宝死体30	-345.34,-96.95,150.66
52700410	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700410	Graveguard Robe x1	useful	True	2	Item 宝死体31	-219.406,-149.32,425.191
52700420	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700420	Twin Blood Stone Shards x2	filler	False	2	Item 宝死体32	-125.998,-135.965,431.363
52700430	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700430	Shining Coins x5	filler	False	2	Item 宝死体33	-182.97,-147.692,452.973
52700440	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700440	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体34	-165.156,-132.639,383.01
52700450	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700450	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体35	-260.742,-160.214,363.472
52700460	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700460	Twin Blood Stone Shards x2	filler	False	2	Item 宝死体36	-178.806,-139.928,398
52700470	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700470	Twin Blood Stone Shards x1	filler	False	2	Item 宝死体37	-244.539,-104.318,285.766
52700480	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700480	Beast Roar x1	useful	True	2	Item 宝死体38	-395.126,-84.455,163.981
52700490	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700490	Twin Blood Stone Shards x2	filler	False	2	Item 宝死体39	-121.107,-133.429,380.55
52700500	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700500	Frenzied Coldblood (7) x1	filler	False	2	Item 宝死体40	-272.64,-158.71,424.83
52700510	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700510	Quicksilver Bullets x6	filler	False	2	Item_宝死体41	-349.925,-92.379,147.591
52700520	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700520	Twin Blood Stone Shards x1	filler	False	2	Item_宝死体42	-187.12,-155.51,459.01
52700540	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700540	unknown x1	optional	False	2	Item_宝死体44	-187.676,-155.848,449.866
52700545	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700545	Madman's Knowledge x1	filler	False	2	Item_宝死体44（差し替え用）	-187.676,-155.848,449.866
52700550	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700550	Twin Blood Stone Shards x1	filler	False	2	Item_宝死体45	-167.812,-129.02,365.173
52700560	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700560	Graveguard Mask x1	useful	True	2	Item_宝死体46	-215.811,-146.2,415.41
52700570	m27_00_00_00	m27_00_00_00;m27_00_00_01	2700570	unknown x1	optional	False	2	Item_宝死体47	-213.868,-167.893,509.266
